"Año";"Trimestre";"Mes";"Juego";"Cantidades jugadas";"GGR"
2014;"2014.T4";"Diciembre";"Máquinas de Azar";0;0
2014;"2014.T4";"Diciembre";"Otras Ap. de Contrapartida";23163;3474
2014;"2014.T4";"Diciembre";"Punto y Banca";202742;2987
2014;"2014.T4";"Diciembre";"Póquer Cash";121930599;3101515
2014;"2014.T4";"Diciembre";"Póquer Torneo";48962820;2304446
2014;"2014.T4";"Diciembre";"Ruleta Convencional";96672332;2504259
2014;"2014.T4";"Diciembre";"Ruleta en Vivo";3037322;78073
2015;"2015.T1";"Enero";"Ap. Cruzadas";0;0
2015;"2015.T1";"Enero";"Ap. Dep. de Contrap. Convencionales";336598793;13127927
2015;"2015.T1";"Enero";"Ap. Dep. de Contrap. en Directo";0;0
2015;"2015.T1";"Enero";"Ap. Deportivas Mutuas";16902;6026
2015;"2015.T1";"Enero";"Ap. Hípicas de Contrapartida";3865663;361893
2015;"2015.T1";"Enero";"Apuestas Hípicas Mutuas";0;0
2015;"2015.T1";"Enero";"Bingo";5959527;732650
2015;"2015.T1";"Enero";"Black Jack";34944014;963701
2015;"2015.T1";"Enero";"Concursos";407568;267536
2015;"2015.T1";"Enero";"Juegos Complementarios";14020;333
2015;"2015.T1";"Enero";"Máquinas de Azar";0;0
2015;"2015.T1";"Enero";"Otras Ap. de Contrapartida";37618;4824
2015;"2015.T1";"Enero";"Punto y Banca";373954;4698
2015;"2015.T1";"Enero";"Póquer Cash";125971550;3174109
2015;"2015.T1";"Enero";"Póquer Torneo";58263652;2998148
2015;"2015.T1";"Enero";"Ruleta Convencional";70096020;1776701
2015;"2015.T1";"Enero";"Ruleta en Vivo";30946669;900733
2015;"2015.T1";"Febrero";"Ap. Cruzadas";0;0
2015;"2015.T1";"Febrero";"Ap. Dep. de Contrap. Convencionales";314686018;15582476
2015;"2015.T1";"Febrero";"Ap. Dep. de Contrap. en Directo";0;0
2015;"2015.T1";"Febrero";"Ap. Deportivas Mutuas";18294;-13554
2015;"2015.T1";"Febrero";"Ap. Hípicas de Contrapartida";2981241;201310
2015;"2015.T1";"Febrero";"Apuestas Hípicas Mutuas";0;0
2015;"2015.T1";"Febrero";"Bingo";5395894;600640
2015;"2015.T1";"Febrero";"Black Jack";43714849;1178763
2015;"2015.T1";"Febrero";"Concursos";382957;283261
2015;"2015.T1";"Febrero";"Juegos Complementarios";9596;864
2015;"2015.T1";"Febrero";"Máquinas de Azar";0;0
2015;"2015.T1";"Febrero";"Otras Ap. de Contrapartida";164188;25602
2015;"2015.T1";"Febrero";"Punto y Banca";468493;5572
2015;"2015.T1";"Febrero";"Póquer Cash";109484661;2751746
2015;"2015.T1";"Febrero";"Póquer Torneo";46229314;2435492
2015;"2015.T1";"Febrero";"Ruleta Convencional";80102939;2025777
2015;"2015.T1";"Febrero";"Ruleta en Vivo";33788841;933168
2015;"2015.T1";"Marzo";"Ap. Cruzadas";0;0
2015;"2015.T1";"Marzo";"Ap. Dep. de Contrap. Convencionales";335536304;15569791
2015;"2015.T1";"Marzo";"Ap. Dep. de Contrap. en Directo";0;0
2015;"2015.T1";"Marzo";"Ap. Deportivas Mutuas";17297;-2419
2015;"2015.T1";"Marzo";"Ap. Hípicas de Contrapartida";5872859;109638
2015;"2015.T1";"Marzo";"Apuestas Hípicas Mutuas";0;0
2015;"2015.T1";"Marzo";"Bingo";5749446;681951
2015;"2015.T1";"Marzo";"Black Jack";58560566;1643952
2015;"2015.T1";"Marzo";"Concursos";423760;313040
2015;"2015.T1";"Marzo";"Juegos Complementarios";11017;861
2015;"2015.T1";"Marzo";"Máquinas de Azar";0;0
2015;"2015.T1";"Marzo";"Otras Ap. de Contrapartida";509620;18564
2015;"2015.T1";"Marzo";"Punto y Banca";260919;5509
2015;"2015.T1";"Marzo";"Póquer Cash";113648387;2811742
2015;"2015.T1";"Marzo";"Póquer Torneo";48730009;2640371
2015;"2015.T1";"Marzo";"Ruleta Convencional";79667389;1970649
2015;"2015.T1";"Marzo";"Ruleta en Vivo";40646600;839973
2015;"2015.T2";"Abril";"Ap. Cruzadas";0;0
2015;"2015.T2";"Abril";"Ap. Dep. de Contrap. Convencionales";96007807;916159
2015;"2015.T2";"Abril";"Ap. Dep. de Contrap. en Directo";253721748;8413602
2015;"2015.T2";"Abril";"Ap. Deportivas Mutuas";15728;-16715
2015;"2015.T2";"Abril";"Ap. Hípicas de Contrapartida";3628487;287799
2015;"2015.T2";"Abril";"Apuestas Hípicas Mutuas";0;0
2015;"2015.T2";"Abril";"Bingo";5629164;638776
2015;"2015.T2";"Abril";"Black Jack";60028413;1486522
2015;"2015.T2";"Abril";"Concursos";486066;324711
2015;"2015.T2";"Abril";"Juegos Complementarios";6726;737
2015;"2015.T2";"Abril";"Máquinas de Azar";0;0
2015;"2015.T2";"Abril";"Otras Ap. de Contrapartida";313369;37169
2015;"2015.T2";"Abril";"Punto y Banca";221467;6492
2015;"2015.T2";"Abril";"Póquer Cash";108011763;2626914
2015;"2015.T2";"Abril";"Póquer Torneo";43646780;2473320
2015;"2015.T2";"Abril";"Ruleta Convencional";86910428;2004462
2015;"2015.T2";"Abril";"Ruleta en Vivo";42122939;1024647
2015;"2015.T2";"Mayo";"Ap. Cruzadas";0;0
2015;"2015.T2";"Mayo";"Ap. Dep. de Contrap. Convencionales";98679678;2952543
2015;"2015.T2";"Mayo";"Ap. Dep. de Contrap. en Directo";262487921;5751888
2015;"2015.T2";"Mayo";"Ap. Deportivas Mutuas";10267;-2991
2015;"2015.T2";"Mayo";"Ap. Hípicas de Contrapartida";3955471;244950
2015;"2015.T2";"Mayo";"Apuestas Hípicas Mutuas";0;0
2015;"2015.T2";"Mayo";"Bingo";5880552;630986
2015;"2015.T2";"Mayo";"Black Jack";53948071;1417331
2015;"2015.T2";"Mayo";"Concursos";408080;254207
2015;"2015.T2";"Mayo";"Juegos Complementarios";4078;307
2015;"2015.T2";"Mayo";"Máquinas de Azar";783;412
2015;"2015.T2";"Mayo";"Otras Ap. de Contrapartida";378911;28165
2015;"2015.T2";"Mayo";"Punto y Banca";196830;5938
2015;"2015.T2";"Mayo";"Póquer Cash";95581714;2430914
2015;"2015.T2";"Mayo";"Póquer Torneo";40639359;2301912
2015;"2015.T2";"Mayo";"Ruleta Convencional";91079082;2247396
2015;"2015.T2";"Mayo";"Ruleta en Vivo";43079713;964900
2015;"2015.T2";"Junio";"Ap. Cruzadas";0;0
2015;"2015.T2";"Junio";"Ap. Dep. de Contrap. Convencionales";77325071;2858326
2015;"2015.T2";"Junio";"Ap. Dep. de Contrap. en Directo";221822555;9093573
2015;"2015.T2";"Junio";"Ap. Deportivas Mutuas";2497;-1784
2015;"2015.T2";"Junio";"Ap. Hípicas de Contrapartida";6002578;397678
2015;"2015.T2";"Junio";"Apuestas Hípicas Mutuas";0;0
2015;"2015.T2";"Junio";"Bingo";5689678;577520
2015;"2015.T2";"Junio";"Black Jack";53293443;1277507
2015;"2015.T2";"Junio";"Concursos";316275;226527
2015;"2015.T2";"Junio";"Juegos Complementarios";9961;259
2015;"2015.T2";"Junio";"Máquinas de Azar";39635252;1207410
2015;"2015.T2";"Junio";"Otras Ap. de Contrapartida";303244;43618
2015;"2015.T2";"Junio";"Punto y Banca";214789;-3146
2015;"2015.T2";"Junio";"Póquer Cash";85669480;2232397
2015;"2015.T2";"Junio";"Póquer Torneo";44930484;2316145
2015;"2015.T2";"Junio";"Ruleta Convencional";84285845;2006688
2015;"2015.T2";"Junio";"Ruleta en Vivo";40565498;1011566
2015;"2015.T3";"Julio";"Ap. Cruzadas";0;0
2015;"2015.T3";"Julio";"Ap. Dep. de Contrap. Convencionales";54854682;3250935
2015;"2015.T3";"Julio";"Ap. Dep. de Contrap. en Directo";205776442;7122507
2015;"2015.T3";"Julio";"Ap. Deportivas Mutuas";932;-3117
2015;"2015.T3";"Julio";"Ap. Hípicas de Contrapartida";5747092;248726
2015;"2015.T3";"Julio";"Apuestas Hípicas Mutuas";0;0
2015;"2015.T3";"Julio";"Bingo";5181265;625871
2015;"2015.T3";"Julio";"Black Jack";49216948;1195182
2015;"2015.T3";"Julio";"Concursos";116140;60600
2015;"2015.T3";"Julio";"Juegos Complementarios";3256;365
2015;"2015.T3";"Julio";"Máquinas de Azar";46315094;1806323
2015;"2015.T3";"Julio";"Otras Ap. de Contrapartida";266779;47618
2015;"2015.T3";"Julio";"Punto y Banca";151710;10548
2015;"2015.T3";"Julio";"Póquer Cash";89543273;2278092
2015;"2015.T3";"Julio";"Póquer Torneo";45500822;2402902
2015;"2015.T3";"Julio";"Ruleta Convencional";79127835;1880186
2015;"2015.T3";"Julio";"Ruleta en Vivo";37305269;977311
2015;"2015.T3";"Agosto";"Ap. Cruzadas";119021;1138
2015;"2015.T3";"Agosto";"Ap. Dep. de Contrap. Convencionales";75309898;9098597
2015;"2015.T3";"Agosto";"Ap. Dep. de Contrap. en Directo";233049405;9695114
2015;"2015.T3";"Agosto";"Ap. Deportivas Mutuas";5344;816
2015;"2015.T3";"Agosto";"Ap. Hípicas de Contrapartida";7186501;263322
2015;"2015.T3";"Agosto";"Apuestas Hípicas Mutuas";0;0
2015;"2015.T3";"Agosto";"Bingo";5277827;562350
2015;"2015.T3";"Agosto";"Black Jack";47214856;1232483
2015;"2015.T3";"Agosto";"Concursos";239565;200005
2015;"2015.T3";"Agosto";"Juegos Complementarios";3229;248
2015;"2015.T3";"Agosto";"Máquinas de Azar";50950278;1640303
2015;"2015.T3";"Agosto";"Otras Ap. de Contrapartida";303151;25526
2015;"2015.T3";"Agosto";"Punto y Banca";93610;1438
2015;"2015.T3";"Agosto";"Póquer Cash";95782507;2433863
2015;"2015.T3";"Agosto";"Póquer Torneo";45854082;2463901
2015;"2015.T3";"Agosto";"Ruleta Convencional";87417072;1867054
2015;"2015.T3";"Agosto";"Ruleta en Vivo";39052854;717309
2015;"2015.T3";"Septiembre";"Ap. Cruzadas";1561418;14220
2015;"2015.T3";"Septiembre";"Ap. Dep. de Contrap. Convencionales";97813070;10137123
2015;"2015.T3";"Septiembre";"Ap. Dep. de Contrap. en Directo";280380505;8334808
2015;"2015.T3";"Septiembre";"Ap. Deportivas Mutuas";13674;4216
2015;"2015.T3";"Septiembre";"Ap. Hípicas de Contrapartida";7149446;564065
2015;"2015.T3";"Septiembre";"Apuestas Hípicas Mutuas";0;0
2015;"2015.T3";"Septiembre";"Bingo";5183702;604773
2015;"2015.T3";"Septiembre";"Black Jack";54982896;1260061
2015;"2015.T3";"Septiembre";"Concursos";284759;182957
2015;"2015.T3";"Septiembre";"Juegos Complementarios";7300;-5
2015;"2015.T3";"Septiembre";"Máquinas de Azar";58675550;2419260
2015;"2015.T3";"Septiembre";"Otras Ap. de Contrapartida";371355;51476
2015;"2015.T3";"Septiembre";"Punto y Banca";164473;1399
2015;"2015.T3";"Septiembre";"Póquer Cash";93728164;2356131
2015;"2015.T3";"Septiembre";"Póquer Torneo";45375921;2482198
2015;"2015.T3";"Septiembre";"Ruleta Convencional";84891127;1888002
2015;"2015.T3";"Septiembre";"Ruleta en Vivo";44055685;1110126
2015;"2015.T4";"Octubre";"Ap. Cruzadas";5537472;32922
2015;"2015.T4";"Octubre";"Ap. Dep. de Contrap. Convencionales";98272546;6391762
2015;"2015.T4";"Octubre";"Ap. Dep. de Contrap. en Directo";287837374;10059455
2015;"2015.T4";"Octubre";"Ap. Deportivas Mutuas";14456;2682
2015;"2015.T4";"Octubre";"Ap. Hípicas de Contrapartida";6795412;813502
2015;"2015.T4";"Octubre";"Apuestas Hípicas Mutuas";0;0
2015;"2015.T4";"Octubre";"Bingo";5530791;683851
2015;"2015.T4";"Octubre";"Black Jack";51972507;1253793
2015;"2015.T4";"Octubre";"Concursos";518356;431268
2015;"2015.T4";"Octubre";"Juegos Complementarios";19463;697
2015;"2015.T4";"Octubre";"Máquinas de Azar";68400455;2501079
2015;"2015.T4";"Octubre";"Otras Ap. de Contrapartida";906549;102358
2015;"2015.T4";"Octubre";"Punto y Banca";68869;3138
2015;"2015.T4";"Octubre";"Póquer Cash";98927402;2520580
2015;"2015.T4";"Octubre";"Póquer Torneo";49054566;2597413
2015;"2015.T4";"Octubre";"Ruleta Convencional";77034145;1895250
2015;"2015.T4";"Octubre";"Ruleta en Vivo";59855789;1292196
2015;"2015.T4";"Noviembre";"Ap. Cruzadas";6368110;37233
2015;"2015.T4";"Noviembre";"Ap. Dep. de Contrap. Convencionales";110195590;3855783
2015;"2015.T4";"Noviembre";"Ap. Dep. de Contrap. en Directo";288785614;9010169
2015;"2015.T4";"Noviembre";"Ap. Deportivas Mutuas";13704;4157
2015;"2015.T4";"Noviembre";"Ap. Hípicas de Contrapartida";4904131;548012
2015;"2015.T4";"Noviembre";"Apuestas Hípicas Mutuas";0;0
2015;"2015.T4";"Noviembre";"Bingo";5062778;645054
2015;"2015.T4";"Noviembre";"Black Jack";50359479;1217258
2015;"2015.T4";"Noviembre";"Concursos";552540;444383
2015;"2015.T4";"Noviembre";"Juegos Complementarios";17133;746
2015;"2015.T4";"Noviembre";"Máquinas de Azar";65461907;2582192
2015;"2015.T4";"Noviembre";"Otras Ap. de Contrapartida";1683354;187655
2015;"2015.T4";"Noviembre";"Punto y Banca";82286;2256
2015;"2015.T4";"Noviembre";"Póquer Cash";96402077;2304514
2015;"2015.T4";"Noviembre";"Póquer Torneo";50487314;2681243
2015;"2015.T4";"Noviembre";"Ruleta Convencional";80483449;1979538
2015;"2015.T4";"Noviembre";"Ruleta en Vivo";56984350;1357128
2015;"2015.T4";"Diciembre";"Ap. Cruzadas";5037654;31840
2015;"2015.T4";"Diciembre";"Ap. Dep. de Contrap. Convencionales";107483976;11737450
2015;"2015.T4";"Diciembre";"Ap. Dep. de Contrap. en Directo";253876919;9180314
2015;"2015.T4";"Diciembre";"Ap. Deportivas Mutuas";14192;4468
2015;"2015.T4";"Diciembre";"Ap. Hípicas de Contrapartida";4975053;494436
2015;"2015.T4";"Diciembre";"Apuestas Hípicas Mutuas";0;0
2015;"2015.T4";"Diciembre";"Bingo";5533536;746932
2015;"2015.T4";"Diciembre";"Black Jack";52270327;1355021
2015;"2015.T4";"Diciembre";"Concursos";1496633;1199544
2015;"2015.T4";"Diciembre";"Juegos Complementarios";11266;335
2015;"2015.T4";"Diciembre";"Máquinas de Azar";71998440;3388929
2015;"2015.T4";"Diciembre";"Otras Ap. de Contrapartida";1827888;212183
2015;"2015.T4";"Diciembre";"Punto y Banca";256175;4581
2015;"2015.T4";"Diciembre";"Póquer Cash";106851994;2451301
2015;"2015.T4";"Diciembre";"Póquer Torneo";44853105;2003431
2015;"2015.T4";"Diciembre";"Ruleta Convencional";81250968;2128891
2015;"2015.T4";"Diciembre";"Ruleta en Vivo";62541571;1589046
2016;"2016.T1";"Enero";"Ap. Cruzadas";6806164;42261
2016;"2016.T1";"Enero";"Ap. Dep. de Contrap. Convencionales";117525529;8200521
2016;"2016.T1";"Enero";"Ap. Dep. de Contrap. en Directo";310052308;10310891
2016;"2016.T1";"Enero";"Ap. Deportivas Mutuas";10582;1397
2016;"2016.T1";"Enero";"Ap. Hípicas de Contrapartida";5010032;436368
2016;"2016.T1";"Enero";"Apuestas Hípicas Mutuas";0;0
2016;"2016.T1";"Enero";"Bingo";6295561;753571
2016;"2016.T1";"Enero";"Black Jack";54555633;1375238
2016;"2016.T1";"Enero";"Concursos";588282;496463
2016;"2016.T1";"Enero";"Juegos Complementarios";24506;545
2016;"2016.T1";"Enero";"Máquinas de Azar";76799194;2959717
2016;"2016.T1";"Enero";"Otras Ap. de Contrapartida";2186884;249687
2016;"2016.T1";"Enero";"Punto y Banca";139923;5218
2016;"2016.T1";"Enero";"Póquer Cash";102810556;2630060
2016;"2016.T1";"Enero";"Póquer Torneo";42726277;2424550
2016;"2016.T1";"Enero";"Ruleta Convencional";82289931;1930962
2016;"2016.T1";"Enero";"Ruleta en Vivo";70241336;1751056
2016;"2016.T1";"Febrero";"Ap. Cruzadas";6586218;43817
2016;"2016.T1";"Febrero";"Ap. Dep. de Contrap. Convencionales";124052215;6284990
2016;"2016.T1";"Febrero";"Ap. Dep. de Contrap. en Directo";292307740;11483629
2016;"2016.T1";"Febrero";"Ap. Deportivas Mutuas";8711;900
2016;"2016.T1";"Febrero";"Ap. Hípicas de Contrapartida";4868792;339850
2016;"2016.T1";"Febrero";"Apuestas Hípicas Mutuas";0;0
2016;"2016.T1";"Febrero";"Bingo";6305590;749780
2016;"2016.T1";"Febrero";"Black Jack";56782462;1253155
2016;"2016.T1";"Febrero";"Concursos";770590;677195
2016;"2016.T1";"Febrero";"Juegos Complementarios";10156;326
2016;"2016.T1";"Febrero";"Máquinas de Azar";80070939;2912526
2016;"2016.T1";"Febrero";"Otras Ap. de Contrapartida";2027055;231432
2016;"2016.T1";"Febrero";"Punto y Banca";57967;2601
2016;"2016.T1";"Febrero";"Póquer Cash";89975100;2402062
2016;"2016.T1";"Febrero";"Póquer Torneo";42450527;2486450
2016;"2016.T1";"Febrero";"Ruleta Convencional";76491552;1882869
2016;"2016.T1";"Febrero";"Ruleta en Vivo";77113751;1594669
2016;"2016.T1";"Marzo";"Ap. Cruzadas";6730298;38876
2016;"2016.T1";"Marzo";"Ap. Dep. de Contrap. Convencionales";130880952;8564726
2016;"2016.T1";"Marzo";"Ap. Dep. de Contrap. en Directo";312599669;11252090
2016;"2016.T1";"Marzo";"Ap. Deportivas Mutuas";9252;3186
2016;"2016.T1";"Marzo";"Ap. Hípicas de Contrapartida";5984259;237192
2016;"2016.T1";"Marzo";"Apuestas Hípicas Mutuas";0;0
2016;"2016.T1";"Marzo";"Bingo";6260152;709391
2016;"2016.T1";"Marzo";"Black Jack";62758465;1403045
2016;"2016.T1";"Marzo";"Concursos";516086;454937
2016;"2016.T1";"Marzo";"Juegos Complementarios";6342;457
2016;"2016.T1";"Marzo";"Máquinas de Azar";90826005;3673336
2016;"2016.T1";"Marzo";"Otras Ap. de Contrapartida";3307289;350655
2016;"2016.T1";"Marzo";"Punto y Banca";56403;2347
2016;"2016.T1";"Marzo";"Póquer Cash";89587090;2328315
2016;"2016.T1";"Marzo";"Póquer Torneo";43418247;2518199
2016;"2016.T1";"Marzo";"Ruleta Convencional";83986292;2103793
2016;"2016.T1";"Marzo";"Ruleta en Vivo";86831775;2258536
2016;"2016.T2";"Abril";"Ap. Cruzadas";8069665;52629
2016;"2016.T2";"Abril";"Ap. Dep. de Contrap. Convencionales";139307640;5204045
2016;"2016.T2";"Abril";"Ap. Dep. de Contrap. en Directo";314584410;7736362
2016;"2016.T2";"Abril";"Ap. Deportivas Mutuas";8031;698
2016;"2016.T2";"Abril";"Ap. Hípicas de Contrapartida";6329544;560479
2016;"2016.T2";"Abril";"Apuestas Hípicas Mutuas";0;0
2016;"2016.T2";"Abril";"Bingo";5833707;752323
2016;"2016.T2";"Abril";"Black Jack";60728264;1468496
2016;"2016.T2";"Abril";"Concursos";650197;548778
2016;"2016.T2";"Abril";"Juegos Complementarios";13492;291
2016;"2016.T2";"Abril";"Máquinas de Azar";93808228;3815171
2016;"2016.T2";"Abril";"Otras Ap. de Contrapartida";2554821;352283
2016;"2016.T2";"Abril";"Punto y Banca";48883;1361
2016;"2016.T2";"Abril";"Póquer Cash";85504828;2152627
2016;"2016.T2";"Abril";"Póquer Torneo";42859579;2507537
2016;"2016.T2";"Abril";"Ruleta Convencional";89204229;2056572
2016;"2016.T2";"Abril";"Ruleta en Vivo";87881736;2032462
2016;"2016.T2";"Mayo";"Ap. Cruzadas";6967671;45672
2016;"2016.T2";"Mayo";"Ap. Dep. de Contrap. Convencionales";127043093;5893856
2016;"2016.T2";"Mayo";"Ap. Dep. de Contrap. en Directo";298023479;9904420
2016;"2016.T2";"Mayo";"Ap. Deportivas Mutuas";7293;178
2016;"2016.T2";"Mayo";"Ap. Hípicas de Contrapartida";6777320;519957
2016;"2016.T2";"Mayo";"Apuestas Hípicas Mutuas";0;0
2016;"2016.T2";"Mayo";"Bingo";5764430;726292
2016;"2016.T2";"Mayo";"Black Jack";62955217;1562677
2016;"2016.T2";"Mayo";"Concursos";392011;289712
2016;"2016.T2";"Mayo";"Juegos Complementarios";4531;607
2016;"2016.T2";"Mayo";"Máquinas de Azar";100685912;4174792
2016;"2016.T2";"Mayo";"Otras Ap. de Contrapartida";4366975;258491
2016;"2016.T2";"Mayo";"Punto y Banca";158320;3284
2016;"2016.T2";"Mayo";"Póquer Cash";87670305;2299884
2016;"2016.T2";"Mayo";"Póquer Torneo";43365376;2586195
2016;"2016.T2";"Mayo";"Ruleta Convencional";88469920;2235716
2016;"2016.T2";"Mayo";"Ruleta en Vivo";79120087;1834883
2016;"2016.T2";"Junio";"Ap. Cruzadas";6654926;36996
2016;"2016.T2";"Junio";"Ap. Dep. de Contrap. Convencionales";123570662;12859312
2016;"2016.T2";"Junio";"Ap. Dep. de Contrap. en Directo";293438451;8533047
2016;"2016.T2";"Junio";"Ap. Deportivas Mutuas";5671;1
2016;"2016.T2";"Junio";"Ap. Hípicas de Contrapartida";7028154;439122
2016;"2016.T2";"Junio";"Apuestas Hípicas Mutuas";0;0
2016;"2016.T2";"Junio";"Bingo";5450278;698694
2016;"2016.T2";"Junio";"Black Jack";62325867;1454835
2016;"2016.T2";"Junio";"Concursos";630024;534125
2016;"2016.T2";"Junio";"Juegos Complementarios";7200;492
2016;"2016.T2";"Junio";"Máquinas de Azar";103670790;3721104
2016;"2016.T2";"Junio";"Otras Ap. de Contrapartida";3401222;332027
2016;"2016.T2";"Junio";"Punto y Banca";78800;2291
2016;"2016.T2";"Junio";"Póquer Cash";78370262;2019865
2016;"2016.T2";"Junio";"Póquer Torneo";38621512;2184650
2016;"2016.T2";"Junio";"Ruleta Convencional";81244638;1848532
2016;"2016.T2";"Junio";"Ruleta en Vivo";75719985;1870759
2016;"2016.T3";"Julio";"Ap. Cruzadas";5477642;29949
2016;"2016.T3";"Julio";"Ap. Dep. de Contrap. Convencionales";77785683;6681399
2016;"2016.T3";"Julio";"Ap. Dep. de Contrap. en Directo";256829504;9029577
2016;"2016.T3";"Julio";"Ap. Deportivas Mutuas";2971;967
2016;"2016.T3";"Julio";"Ap. Hípicas de Contrapartida";6809516;394149
2016;"2016.T3";"Julio";"Apuestas Hípicas Mutuas";0;0
2016;"2016.T3";"Julio";"Bingo";5394094;713604
2016;"2016.T3";"Julio";"Black Jack";60780392;1380855
2016;"2016.T3";"Julio";"Concursos";742264;657864
2016;"2016.T3";"Julio";"Juegos Complementarios";3035;179
2016;"2016.T3";"Julio";"Máquinas de Azar";114252748;4655809
2016;"2016.T3";"Julio";"Otras Ap. de Contrapartida";2836508;240653
2016;"2016.T3";"Julio";"Punto y Banca";62710;710
2016;"2016.T3";"Julio";"Póquer Cash";81179202;2062384
2016;"2016.T3";"Julio";"Póquer Torneo";40747735;2375005
2016;"2016.T3";"Julio";"Ruleta Convencional";86207313;1776752
2016;"2016.T3";"Julio";"Ruleta en Vivo";78983828;1796692
2016;"2016.T3";"Agosto";"Ap. Cruzadas";7905558;43377
2016;"2016.T3";"Agosto";"Ap. Dep. de Contrap. Convencionales";89505973;8377953
2016;"2016.T3";"Agosto";"Ap. Dep. de Contrap. en Directo";268216250;9468898
2016;"2016.T3";"Agosto";"Ap. Deportivas Mutuas";6208;-169
2016;"2016.T3";"Agosto";"Ap. Hípicas de Contrapartida";6906870;457193
2016;"2016.T3";"Agosto";"Apuestas Hípicas Mutuas";0;0
2016;"2016.T3";"Agosto";"Bingo";5438691;682851
2016;"2016.T3";"Agosto";"Black Jack";59729309;1117073
2016;"2016.T3";"Agosto";"Concursos";705493;643093
2016;"2016.T3";"Agosto";"Juegos Complementarios";2621;340
2016;"2016.T3";"Agosto";"Máquinas de Azar";116664085;4534597
2016;"2016.T3";"Agosto";"Otras Ap. de Contrapartida";5340912;-155002
2016;"2016.T3";"Agosto";"Punto y Banca";213410;3085
2016;"2016.T3";"Agosto";"Póquer Cash";82718927;2158884
2016;"2016.T3";"Agosto";"Póquer Torneo";41665322;2466444
2016;"2016.T3";"Agosto";"Ruleta Convencional";81866753;1981142
2016;"2016.T3";"Agosto";"Ruleta en Vivo";67617319;1433084
2016;"2016.T3";"Septiembre";"Ap. Cruzadas";7436659;46424
2016;"2016.T3";"Septiembre";"Ap. Dep. de Contrap. Convencionales";125529943;10288251
2016;"2016.T3";"Septiembre";"Ap. Dep. de Contrap. en Directo";284225785;10717115
2016;"2016.T3";"Septiembre";"Ap. Deportivas Mutuas";11365;3643
2016;"2016.T3";"Septiembre";"Ap. Hípicas de Contrapartida";5290828;401390
2016;"2016.T3";"Septiembre";"Apuestas Hípicas Mutuas";0;0
2016;"2016.T3";"Septiembre";"Bingo";5678500;786465
2016;"2016.T3";"Septiembre";"Black Jack";70674112;1479496
2016;"2016.T3";"Septiembre";"Concursos";531269;391919
2016;"2016.T3";"Septiembre";"Juegos Complementarios";4022;459
2016;"2016.T3";"Septiembre";"Máquinas de Azar";121790977;4610527
2016;"2016.T3";"Septiembre";"Otras Ap. de Contrapartida";2646941;241942
2016;"2016.T3";"Septiembre";"Punto y Banca";42741;1739
2016;"2016.T3";"Septiembre";"Póquer Cash";87949184;2158738
2016;"2016.T3";"Septiembre";"Póquer Torneo";42484567;2569661
2016;"2016.T3";"Septiembre";"Ruleta Convencional";89351855;2122585
2016;"2016.T3";"Septiembre";"Ruleta en Vivo";82683114;1548991
2016;"2016.T4";"Octubre";"Ap. Cruzadas";8568266;53700
2016;"2016.T4";"Octubre";"Ap. Dep. de Contrap. Convencionales";127046979;9925531
2016;"2016.T4";"Octubre";"Ap. Dep. de Contrap. en Directo";297800493;13668331
2016;"2016.T4";"Octubre";"Ap. Deportivas Mutuas";9147;2975
2016;"2016.T4";"Octubre";"Ap. Hípicas de Contrapartida";7259067;87080
2016;"2016.T4";"Octubre";"Apuestas Hípicas Mutuas";0;0
2016;"2016.T4";"Octubre";"Bingo";6007620;804881
2016;"2016.T4";"Octubre";"Black Jack";68985736;1732429
2016;"2016.T4";"Octubre";"Concursos";669049;545167
2016;"2016.T4";"Octubre";"Juegos Complementarios";4324;252
2016;"2016.T4";"Octubre";"Máquinas de Azar";136044879;5271378
2016;"2016.T4";"Octubre";"Otras Ap. de Contrapartida";3150996;281575
2016;"2016.T4";"Octubre";"Punto y Banca";41378;1360
2016;"2016.T4";"Octubre";"Póquer Cash";93716720;2263086
2016;"2016.T4";"Octubre";"Póquer Torneo";44097532;2697115
2016;"2016.T4";"Octubre";"Ruleta Convencional";82146337;1835644
2016;"2016.T4";"Octubre";"Ruleta en Vivo";86364601;2045135
2016;"2016.T4";"Noviembre";"Ap. Cruzadas";8424531;53402
2016;"2016.T4";"Noviembre";"Ap. Dep. de Contrap. Convencionales";122138244;11682553
2016;"2016.T4";"Noviembre";"Ap. Dep. de Contrap. en Directo";286505681;13542836
2016;"2016.T4";"Noviembre";"Ap. Deportivas Mutuas";4464;-849
2016;"2016.T4";"Noviembre";"Ap. Hípicas de Contrapartida";6987238;182646
2016;"2016.T4";"Noviembre";"Apuestas Hípicas Mutuas";0;0
2016;"2016.T4";"Noviembre";"Bingo";5987506;812593
2016;"2016.T4";"Noviembre";"Black Jack";69863893;1981637
2016;"2016.T4";"Noviembre";"Concursos";583581;462986
2016;"2016.T4";"Noviembre";"Juegos Complementarios";1286;56
2016;"2016.T4";"Noviembre";"Máquinas de Azar";134925329;5156546
2016;"2016.T4";"Noviembre";"Otras Ap. de Contrapartida";3080886;175291
2016;"2016.T4";"Noviembre";"Punto y Banca";51392;204
2016;"2016.T4";"Noviembre";"Póquer Cash";88331655;2182455
2016;"2016.T4";"Noviembre";"Póquer Torneo";46398292;2810524
2016;"2016.T4";"Noviembre";"Ruleta Convencional";85748140;1839066
