"Año";"Trimestre";"Mes";"Juego";"Cantidades jugadas";"GGR"
2016;"2016.T4";"Noviembre";"Ruleta en Vivo";87833344;2258538
2016;"2016.T4";"Diciembre";"Ap. Cruzadas";6999407;43148
2016;"2016.T4";"Diciembre";"Ap. Dep. de Contrap. Convencionales";120134653;8575592
2016;"2016.T4";"Diciembre";"Ap. Dep. de Contrap. en Directo";267652832;10400444
2016;"2016.T4";"Diciembre";"Ap. Deportivas Mutuas";5267;1092
2016;"2016.T4";"Diciembre";"Ap. Hípicas de Contrapartida";7691639;177144
2016;"2016.T4";"Diciembre";"Apuestas Hípicas Mutuas";0;0
2016;"2016.T4";"Diciembre";"Bingo";6832332;881575
2016;"2016.T4";"Diciembre";"Black Jack";75808950;1875131
2016;"2016.T4";"Diciembre";"Concursos";1567947;1200749
2016;"2016.T4";"Diciembre";"Juegos Complementarios";1712;337
2016;"2016.T4";"Diciembre";"Máquinas de Azar";161813388;6323347
2016;"2016.T4";"Diciembre";"Otras Ap. de Contrapartida";2960410;313053
2016;"2016.T4";"Diciembre";"Punto y Banca";43997;1390
2016;"2016.T4";"Diciembre";"Póquer Cash";93010087;2276304
2016;"2016.T4";"Diciembre";"Póquer Torneo";50040808;3003014
2016;"2016.T4";"Diciembre";"Ruleta Convencional";92866601;2346326
2016;"2016.T4";"Diciembre";"Ruleta en Vivo";116945024;2073994
2017;"2017.T1";"Enero";"Ap. Cruzadas";7233294;46184
2017;"2017.T1";"Enero";"Ap. Dep. de Contrap. Convencionales";131262987;14580533
2017;"2017.T1";"Enero";"Ap. Dep. de Contrap. en Directo";289946518;16727789
2017;"2017.T1";"Enero";"Ap. Deportivas Mutuas";4798;1608
2017;"2017.T1";"Enero";"Ap. Hípicas de Contrapartida";7144235;493161
2017;"2017.T1";"Enero";"Apuestas Hípicas Mutuas";0;0
2017;"2017.T1";"Enero";"Bingo";6779270;925909
2017;"2017.T1";"Enero";"Black Jack";75813478;1888747
2017;"2017.T1";"Enero";"Concursos";370390;283190
2017;"2017.T1";"Enero";"Juegos Complementarios";3240;165
2017;"2017.T1";"Enero";"Máquinas de Azar";159243742;5683897
2017;"2017.T1";"Enero";"Otras Ap. de Contrapartida";3728138;357690
2017;"2017.T1";"Enero";"Punto y Banca";38385;653
2017;"2017.T1";"Enero";"Póquer Cash";96946223;2382127
2017;"2017.T1";"Enero";"Póquer Torneo";49633958;3006905
2017;"2017.T1";"Enero";"Ruleta Convencional";89613152;2040536
2017;"2017.T1";"Enero";"Ruleta en Vivo";127539879;2787572
2017;"2017.T1";"Febrero";"Ap. Cruzadas";6889340;46085
2017;"2017.T1";"Febrero";"Ap. Dep. de Contrap. Convencionales";125229937;6255737
2017;"2017.T1";"Febrero";"Ap. Dep. de Contrap. en Directo";284256465;10815519
2017;"2017.T1";"Febrero";"Ap. Deportivas Mutuas";5715;1836
2017;"2017.T1";"Febrero";"Ap. Hípicas de Contrapartida";6334855;403320
2017;"2017.T1";"Febrero";"Apuestas Hípicas Mutuas";0;0
2017;"2017.T1";"Febrero";"Bingo";6205517;876028
2017;"2017.T1";"Febrero";"Black Jack";67443599;1602825
2017;"2017.T1";"Febrero";"Concursos";442646;362161
2017;"2017.T1";"Febrero";"Juegos Complementarios";1011;130
2017;"2017.T1";"Febrero";"Máquinas de Azar";147761911;5735269
2017;"2017.T1";"Febrero";"Otras Ap. de Contrapartida";3422007;229264
2017;"2017.T1";"Febrero";"Punto y Banca";37628;829
2017;"2017.T1";"Febrero";"Póquer Cash";78792480;1940121
2017;"2017.T1";"Febrero";"Póquer Torneo";46372490;2812165
2017;"2017.T1";"Febrero";"Ruleta Convencional";90304289;2080393
2017;"2017.T1";"Febrero";"Ruleta en Vivo";149098641;2080450
2017;"2017.T1";"Marzo";"Ap. Cruzadas";7310150;49812
2017;"2017.T1";"Marzo";"Ap. Dep. de Contrap. Convencionales";146513657;4371606
2017;"2017.T1";"Marzo";"Ap. Dep. de Contrap. en Directo";343439052;15497192
2017;"2017.T1";"Marzo";"Ap. Deportivas Mutuas";4135;1390
2017;"2017.T1";"Marzo";"Ap. Hípicas de Contrapartida";7657041;468241
2017;"2017.T1";"Marzo";"Apuestas Hípicas Mutuas";0;0
2017;"2017.T1";"Marzo";"Bingo";7398623;891552
2017;"2017.T1";"Marzo";"Black Jack";76026788;1944944
2017;"2017.T1";"Marzo";"Concursos";428585;367085
2017;"2017.T1";"Marzo";"Juegos Complementarios";3519;43
2017;"2017.T1";"Marzo";"Máquinas de Azar";175248763;6131070
2017;"2017.T1";"Marzo";"Otras Ap. de Contrapartida";4169434;316645
2017;"2017.T1";"Marzo";"Punto y Banca";22229;1108
2017;"2017.T1";"Marzo";"Póquer Cash";85340133;2142269
2017;"2017.T1";"Marzo";"Póquer Torneo";47761831;2877838
2017;"2017.T1";"Marzo";"Ruleta Convencional";106335737;2412990
2017;"2017.T1";"Marzo";"Ruleta en Vivo";133080197;3064019
2017;"2017.T2";"Abril";"Ap. Cruzadas";7715143;49618
2017;"2017.T2";"Abril";"Ap. Dep. de Contrap. Convencionales";158231212;7874855
2017;"2017.T2";"Abril";"Ap. Dep. de Contrap. en Directo";336615801;13510367
2017;"2017.T2";"Abril";"Ap. Deportivas Mutuas";4810;1559
2017;"2017.T2";"Abril";"Ap. Hípicas de Contrapartida";7174307;432595
2017;"2017.T2";"Abril";"Apuestas Hípicas Mutuas";0;0
2017;"2017.T2";"Abril";"Bingo";7569614;945493
2017;"2017.T2";"Abril";"Black Jack";73370380;1783942
2017;"2017.T2";"Abril";"Concursos";361621;267821
2017;"2017.T2";"Abril";"Juegos Complementarios";149;23
2017;"2017.T2";"Abril";"Máquinas de Azar";185111541;7267898
2017;"2017.T2";"Abril";"Otras Ap. de Contrapartida";3147021;293042
2017;"2017.T2";"Abril";"Punto y Banca";67435;1175
2017;"2017.T2";"Abril";"Póquer Cash";79698264;1851849
2017;"2017.T2";"Abril";"Póquer Torneo";50780399;3182177
2017;"2017.T2";"Abril";"Ruleta Convencional";102984827;2365496
2017;"2017.T2";"Abril";"Ruleta en Vivo";122142396;2895166
2017;"2017.T2";"Mayo";"Ap. Cruzadas";7615688;43328
2017;"2017.T2";"Mayo";"Ap. Dep. de Contrap. Convencionales";137936210;7618536
2017;"2017.T2";"Mayo";"Ap. Dep. de Contrap. en Directo";322463820;15415945
2017;"2017.T2";"Mayo";"Ap. Deportivas Mutuas";3463;1051
2017;"2017.T2";"Mayo";"Ap. Hípicas de Contrapartida";9038173;304436
2017;"2017.T2";"Mayo";"Apuestas Hípicas Mutuas";0;0
2017;"2017.T2";"Mayo";"Bingo";7483143;964112
2017;"2017.T2";"Mayo";"Black Jack";67979447;1467542
2017;"2017.T2";"Mayo";"Concursos";348651;265261
2017;"2017.T2";"Mayo";"Juegos Complementarios";275;47
2017;"2017.T2";"Mayo";"Máquinas de Azar";186840834;6635814
2017;"2017.T2";"Mayo";"Otras Ap. de Contrapartida";3397529;411651
2017;"2017.T2";"Mayo";"Punto y Banca";18982;492
2017;"2017.T2";"Mayo";"Póquer Cash";81020493;1924651
2017;"2017.T2";"Mayo";"Póquer Torneo";47666634;2835720
2017;"2017.T2";"Mayo";"Ruleta Convencional";95963913;2119947
2017;"2017.T2";"Mayo";"Ruleta en Vivo";141917172;2836350
2017;"2017.T2";"Junio";"Ap. Cruzadas";9011629;48982
2017;"2017.T2";"Junio";"Ap. Dep. de Contrap. Convencionales";106672524;2501191
2017;"2017.T2";"Junio";"Ap. Dep. de Contrap. en Directo";289033494;10454632
2017;"2017.T2";"Junio";"Ap. Deportivas Mutuas";2747;795
2017;"2017.T2";"Junio";"Ap. Hípicas de Contrapartida";9237876;455183
2017;"2017.T2";"Junio";"Apuestas Hípicas Mutuas";0;0
2017;"2017.T2";"Junio";"Bingo";7174749;895226
2017;"2017.T2";"Junio";"Black Jack";63574986;1530961
2017;"2017.T2";"Junio";"Concursos";605493;507193
2017;"2017.T2";"Junio";"Juegos Complementarios";0;0
2017;"2017.T2";"Junio";"Máquinas de Azar";190613667;7222525
2017;"2017.T2";"Junio";"Otras Ap. de Contrapartida";3622429;309058
2017;"2017.T2";"Junio";"Punto y Banca";40813;-351
2017;"2017.T2";"Junio";"Póquer Cash";77107802;1837966
2017;"2017.T2";"Junio";"Póquer Torneo";46977381;2797642
2017;"2017.T2";"Junio";"Ruleta Convencional";91121683;2177416
2017;"2017.T2";"Junio";"Ruleta en Vivo";136105836;2993692
2017;"2017.T3";"Julio";"Ap. Cruzadas";7061818;34349
2017;"2017.T3";"Julio";"Ap. Dep. de Contrap. Convencionales";88425782;7521208
2017;"2017.T3";"Julio";"Ap. Dep. de Contrap. en Directo";272067766;11983046
2017;"2017.T3";"Julio";"Ap. Deportivas Mutuas";2684;872
2017;"2017.T3";"Julio";"Ap. Hípicas de Contrapartida";8423927;707295
2017;"2017.T3";"Julio";"Apuestas Hípicas Mutuas";0;0
2017;"2017.T3";"Julio";"Bingo";7285922;936270
2017;"2017.T3";"Julio";"Black Jack";64744684;1519384
2017;"2017.T3";"Julio";"Concursos";1232877;938219
2017;"2017.T3";"Julio";"Juegos Complementarios";0;0
2017;"2017.T3";"Julio";"Máquinas de Azar";201181900;7761650
2017;"2017.T3";"Julio";"Otras Ap. de Contrapartida";4315589;245299
2017;"2017.T3";"Julio";"Punto y Banca";65594;474
2017;"2017.T3";"Julio";"Póquer Cash";76900642;1910844
2017;"2017.T3";"Julio";"Póquer Torneo";48204683;2929956
2017;"2017.T3";"Julio";"Ruleta Convencional";92006777;2329456
2017;"2017.T3";"Julio";"Ruleta en Vivo";131257408;3061734
2017;"2017.T3";"Agosto";"Ap. Cruzadas";8258741;48966
2017;"2017.T3";"Agosto";"Ap. Dep. de Contrap. Convencionales";117302060;11078732
2017;"2017.T3";"Agosto";"Ap. Dep. de Contrap. en Directo";302562199;14181435
2017;"2017.T3";"Agosto";"Ap. Deportivas Mutuas";2202;807
2017;"2017.T3";"Agosto";"Ap. Hípicas de Contrapartida";8200473;647452
2017;"2017.T3";"Agosto";"Apuestas Hípicas Mutuas";0;0
2017;"2017.T3";"Agosto";"Bingo";7352972;987564
2017;"2017.T3";"Agosto";"Black Jack";80410294;1903379
2017;"2017.T3";"Agosto";"Concursos";646990;568990
2017;"2017.T3";"Agosto";"Juegos Complementarios";0;0
2017;"2017.T3";"Agosto";"Máquinas de Azar";197942911;7825334
2017;"2017.T3";"Agosto";"Otras Ap. de Contrapartida";3416889;298540
2017;"2017.T3";"Agosto";"Punto y Banca";51334;244
2017;"2017.T3";"Agosto";"Póquer Cash";76856535;1887406
2017;"2017.T3";"Agosto";"Póquer Torneo";46685687;2945866
2017;"2017.T3";"Agosto";"Ruleta Convencional";100432555;2164158
2017;"2017.T3";"Agosto";"Ruleta en Vivo";145895769;2919687
2017;"2017.T3";"Septiembre";"Ap. Cruzadas";4678125;34833
2017;"2017.T3";"Septiembre";"Ap. Dep. de Contrap. Convencionales";157308096;10991003
2017;"2017.T3";"Septiembre";"Ap. Dep. de Contrap. en Directo";328674235;18159768
2017;"2017.T3";"Septiembre";"Ap. Deportivas Mutuas";4150;1104
2017;"2017.T3";"Septiembre";"Ap. Hípicas de Contrapartida";7147939;462000
2017;"2017.T3";"Septiembre";"Apuestas Hípicas Mutuas";0;0
2017;"2017.T3";"Septiembre";"Bingo";7329014;900858
2017;"2017.T3";"Septiembre";"Black Jack";80088982;2149811
2017;"2017.T3";"Septiembre";"Concursos";737260;617560
2017;"2017.T3";"Septiembre";"Juegos Complementarios";0;0
2017;"2017.T3";"Septiembre";"Máquinas de Azar";202856501;6647092
2017;"2017.T3";"Septiembre";"Otras Ap. de Contrapartida";3203340;242370
2017;"2017.T3";"Septiembre";"Punto y Banca";50451;1419
2017;"2017.T3";"Septiembre";"Póquer Cash";84574723;2121902
2017;"2017.T3";"Septiembre";"Póquer Torneo";47318087;2868611
2017;"2017.T3";"Septiembre";"Ruleta Convencional";101770535;2323793
2017;"2017.T3";"Septiembre";"Ruleta en Vivo";146556891;3109282
2017;"2017.T4";"Octubre";"Ap. Cruzadas";5283944;37666
2017;"2017.T4";"Octubre";"Ap. Dep. de Contrap. Convencionales";143257547;16777525
2017;"2017.T4";"Octubre";"Ap. Dep. de Contrap. en Directo";323391079;18101399
2017;"2017.T4";"Octubre";"Ap. Deportivas Mutuas";2430;676
2017;"2017.T4";"Octubre";"Ap. Hípicas de Contrapartida";7528973;325405
2017;"2017.T4";"Octubre";"Apuestas Hípicas Mutuas";0;0
2017;"2017.T4";"Octubre";"Bingo";7928581;968274
2017;"2017.T4";"Octubre";"Black Jack";90062859;2064206
2017;"2017.T4";"Octubre";"Concursos";334769;248672
2017;"2017.T4";"Octubre";"Juegos Complementarios";0;0
2017;"2017.T4";"Octubre";"Máquinas de Azar";222154998;7620818
2017;"2017.T4";"Octubre";"Otras Ap. de Contrapartida";3725441;339187
2017;"2017.T4";"Octubre";"Punto y Banca";43832;307
2017;"2017.T4";"Octubre";"Póquer Cash";88309320;2029651
2017;"2017.T4";"Octubre";"Póquer Torneo";47316342;3000631
2017;"2017.T4";"Octubre";"Ruleta Convencional";103871295;2553859
2017;"2017.T4";"Octubre";"Ruleta en Vivo";153570380;3144636
2017;"2017.T4";"Noviembre";"Ap. Cruzadas";4113698;32942
2017;"2017.T4";"Noviembre";"Ap. Dep. de Contrap. Convencionales";131744657;12867030
2017;"2017.T4";"Noviembre";"Ap. Dep. de Contrap. en Directo";290779955;15535661
2017;"2017.T4";"Noviembre";"Ap. Deportivas Mutuas";2691;920
2017;"2017.T4";"Noviembre";"Ap. Hípicas de Contrapartida";6099259;478785
2017;"2017.T4";"Noviembre";"Apuestas Hípicas Mutuas";0;0
2017;"2017.T4";"Noviembre";"Bingo";8227332;992675
2017;"2017.T4";"Noviembre";"Black Jack";77747142;1982576
2017;"2017.T4";"Noviembre";"Concursos";466244;355394
2017;"2017.T4";"Noviembre";"Juegos Complementarios";0;0
2017;"2017.T4";"Noviembre";"Máquinas de Azar";217912354;8135545
2017;"2017.T4";"Noviembre";"Otras Ap. de Contrapartida";3183561;136311
2017;"2017.T4";"Noviembre";"Punto y Banca";37376;2540
2017;"2017.T4";"Noviembre";"Póquer Cash";89533345;2042874
2017;"2017.T4";"Noviembre";"Póquer Torneo";47581263;3043766
2017;"2017.T4";"Noviembre";"Ruleta Convencional";100260206;2345846
2017;"2017.T4";"Noviembre";"Ruleta en Vivo";159873885;2947692
2017;"2017.T4";"Diciembre";"Ap. Cruzadas";3773052;30115
2017;"2017.T4";"Diciembre";"Ap. Dep. de Contrap. Convencionales";135887983;19331085
2017;"2017.T4";"Diciembre";"Ap. Dep. de Contrap. en Directo";275018933;17254932
2017;"2017.T4";"Diciembre";"Ap. Deportivas Mutuas";3999;966
2017;"2017.T4";"Diciembre";"Ap. Hípicas de Contrapartida";6021438;566820
2017;"2017.T4";"Diciembre";"Apuestas Hípicas Mutuas";0;0
2017;"2017.T4";"Diciembre";"Bingo";8964997;1171539
2017;"2017.T4";"Diciembre";"Black Jack";90297880;2131666
2017;"2017.T4";"Diciembre";"Concursos";1323057;994111
2017;"2017.T4";"Diciembre";"Juegos Complementarios";0;0
2017;"2017.T4";"Diciembre";"Máquinas de Azar";260098655;9795091
2017;"2017.T4";"Diciembre";"Otras Ap. de Contrapartida";3072376;253528
2017;"2017.T4";"Diciembre";"Punto y Banca";96207;1897
2017;"2017.T4";"Diciembre";"Póquer Cash";90125830;2227550
2017;"2017.T4";"Diciembre";"Póquer Torneo";48757403;3095208
2017;"2017.T4";"Diciembre";"Ruleta Convencional";108914687;2656855
2017;"2017.T4";"Diciembre";"Ruleta en Vivo";186045763;3466638
2018;"2018.T1";"Enero";"Ap. Cruzadas";4262863;29809
2018;"2018.T1";"Enero";"Ap. Dep. de Contrap. Convencionales";142715985;15835469
2018;"2018.T1";"Enero";"Ap. Dep. de Contrap. en Directo";327378227;17085335
2018;"2018.T1";"Enero";"Ap. Deportivas Mutuas";4169;1464
2018;"2018.T1";"Enero";"Ap. Hípicas de Contrapartida";6139517;411747
2018;"2018.T1";"Enero";"Apuestas Hípicas Mutuas";0;0
2018;"2018.T1";"Enero";"Bingo";9433189;1249640
2018;"2018.T1";"Enero";"Black Jack";87079986;2158255
2018;"2018.T1";"Enero";"Concursos";186680;73352
2018;"2018.T1";"Enero";"Juegos Complementarios";0;0
2018;"2018.T1";"Enero";"Máquinas de Azar";252885288;9457324
2018;"2018.T1";"Enero";"Otras Ap. de Contrapartida";3810632;322293
2018;"2018.T1";"Enero";"Punto y Banca";24668;160
2018;"2018.T1";"Enero";"Póquer Cash";103520881;2685487
2018;"2018.T1";"Enero";"Póquer Torneo";56860202;3758434
2018;"2018.T1";"Enero";"Ruleta Convencional";115327671;2601112
2018;"2018.T1";"Enero";"Ruleta en Vivo";189191719;4039819
2018;"2018.T1";"Febrero";"Ap. Cruzadas";5607612;39348
2018;"2018.T1";"Febrero";"Ap. Dep. de Contrap. Convencionales";150393818;8169867
2018;"2018.T1";"Febrero";"Ap. Dep. de Contrap. en Directo";342399566;14353313
2018;"2018.T1";"Febrero";"Ap. Deportivas Mutuas";5203;261
2018;"2018.T1";"Febrero";"Ap. Hípicas de Contrapartida";5870623;486500
2018;"2018.T1";"Febrero";"Apuestas Hípicas Mutuas";0;0
2018;"2018.T1";"Febrero";"Bingo";7847852;962363
2018;"2018.T1";"Febrero";"Black Jack";82572331;2011324
2018;"2018.T1";"Febrero";"Concursos";103144;71189
2018;"2018.T1";"Febrero";"Juegos Complementarios";0;0
2018;"2018.T1";"Febrero";"Máquinas de Azar";234632223;8570104
2018;"2018.T1";"Febrero";"Otras Ap. de Contrapartida";3943528;284169
2018;"2018.T1";"Febrero";"Punto y Banca";19670;-148
2018;"2018.T1";"Febrero";"Póquer Cash";101338994;2726791
2018;"2018.T1";"Febrero";"Póquer Torneo";70178762;4586925
2018;"2018.T1";"Febrero";"Ruleta Convencional";108862383;2638707
2018;"2018.T1";"Febrero";"Ruleta en Vivo";178060129;3827453
2018;"2018.T1";"Marzo";"Ap. Cruzadas";5183542;36346
2018;"2018.T1";"Marzo";"Ap. Dep. de Contrap. Convencionales";193473793;3814137
2018;"2018.T1";"Marzo";"Ap. Dep. de Contrap. en Directo";411106465;18108139
2018;"2018.T1";"Marzo";"Ap. Deportivas Mutuas";2935;-575
2018;"2018.T1";"Marzo";"Ap. Hípicas de Contrapartida";6831150;385918
2018;"2018.T1";"Marzo";"Apuestas Hípicas Mutuas";0;0
2018;"2018.T1";"Marzo";"Bingo";9249283;1305071
2018;"2018.T1";"Marzo";"Black Jack";106100785;2399582
2018;"2018.T1";"Marzo";"Concursos";83693;55883
2018;"2018.T1";"Marzo";"Juegos Complementarios";0;0
2018;"2018.T1";"Marzo";"Máquinas de Azar";276161449;10941576
2018;"2018.T1";"Marzo";"Otras Ap. de Contrapartida";3942033;197908
2018;"2018.T1";"Marzo";"Punto y Banca";29591;186
2018;"2018.T1";"Marzo";"Póquer Cash";105522516;2994478
2018;"2018.T1";"Marzo";"Póquer Torneo";74840720;4720176
2018;"2018.T1";"Marzo";"Ruleta Convencional";126378263;3200108
2018;"2018.T1";"Marzo";"Ruleta en Vivo";187652442;3823570
2018;"2018.T2";"Abril";"Ap. Cruzadas";5194794;35560
2018;"2018.T2";"Abril";"Ap. Dep. de Contrap. Convencionales";188766223;11307288
2018;"2018.T2";"Abril";"Ap. Dep. de Contrap. en Directo";384530980;17321111
2018;"2018.T2";"Abril";"Ap. Deportivas Mutuas";2680;1022
2018;"2018.T2";"Abril";"Ap. Hípicas de Contrapartida";6613578;515136
2018;"2018.T2";"Abril";"Apuestas Hípicas Mutuas";0;0
2018;"2018.T2";"Abril";"Bingo";8451698;1093796
2018;"2018.T2";"Abril";"Black Jack";95312132;2491961
2018;"2018.T2";"Abril";"Concursos";96400;63320
2018;"2018.T2";"Abril";"Juegos Complementarios";0;0
2018;"2018.T2";"Abril";"Máquinas de Azar";251275710;9215957
2018;"2018.T2";"Abril";"Otras Ap. de Contrapartida";3624718;252148
2018;"2018.T2";"Abril";"Punto y Banca";66056;727
2018;"2018.T2";"Abril";"Póquer Cash";90581579;2361386
2018;"2018.T2";"Abril";"Póquer Torneo";67411574;4247677
2018;"2018.T2";"Abril";"Ruleta Convencional";119042810;2752427
2018;"2018.T2";"Abril";"Ruleta en Vivo";157477615;3605009
2018;"2018.T2";"Mayo";"Ap. Cruzadas";4344729;33132
2018;"2018.T2";"Mayo";"Ap. Dep. de Contrap. Convencionales";172392042;4525481
2018;"2018.T2";"Mayo";"Ap. Dep. de Contrap. en Directo";376284429;14220052
2018;"2018.T2";"Mayo";"Ap. Deportivas Mutuas";1825;482
2018;"2018.T2";"Mayo";"Ap. Hípicas de Contrapartida";8310972;386098
2018;"2018.T2";"Mayo";"Apuestas Hípicas Mutuas";0;0
2018;"2018.T2";"Mayo";"Bingo";8217812;1118710
2018;"2018.T2";"Mayo";"Black Jack";94099762;2180952
2018;"2018.T2";"Mayo";"Concursos";69457;45457
2018;"2018.T2";"Mayo";"Juegos Complementarios";0;0
2018;"2018.T2";"Mayo";"Máquinas de Azar";271820410;10021341
2018;"2018.T2";"Mayo";"Otras Ap. de Contrapartida";3828798;326109
2018;"2018.T2";"Mayo";"Punto y Banca";88499;1119
2018;"2018.T2";"Mayo";"Póquer Cash";88071411;2340629
2018;"2018.T2";"Mayo";"Póquer Torneo";62626916;4197147
2018;"2018.T2";"Mayo";"Ruleta Convencional";120078781;2693000
2018;"2018.T2";"Mayo";"Ruleta en Vivo";176903201;3285969
2018;"2018.T2";"Junio";"Ap. Cruzadas";3149815;27661
2018;"2018.T2";"Junio";"Ap. Dep. de Contrap. Convencionales";191074919;21950873
2018;"2018.T2";"Junio";"Ap. Dep. de Contrap. en Directo";348682912;16024568
2018;"2018.T2";"Junio";"Ap. Deportivas Mutuas";3998;1109
2018;"2018.T2";"Junio";"Ap. Hípicas de Contrapartida";10482402;400415
2018;"2018.T2";"Junio";"Apuestas Hípicas Mutuas";0;0
2018;"2018.T2";"Junio";"Bingo";7872482;1066742
2018;"2018.T2";"Junio";"Black Jack";92999483;2304137
2018;"2018.T2";"Junio";"Concursos";254638;234638
2018;"2018.T2";"Junio";"Juegos Complementarios";0;0
2018;"2018.T2";"Junio";"Máquinas de Azar";276706797;11316950
2018;"2018.T2";"Junio";"Otras Ap. de Contrapartida";4649432;279560
2018;"2018.T2";"Junio";"Punto y Banca";36512;-449
2018;"2018.T2";"Junio";"Póquer Cash";87901814;2178318
2018;"2018.T2";"Junio";"Póquer Torneo";66353615;4123091
2018;"2018.T2";"Junio";"Ruleta Convencional";130968280;2952761
2018;"2018.T2";"Junio";"Ruleta en Vivo";176635939;3655874
2018;"2018.T3";"Julio";"Ap. Cruzadas";2606751;22271
2018;"2018.T3";"Julio";"Ap. Dep. de Contrap. Convencionales";129199995;12717242
2018;"2018.T3";"Julio";"Ap. Dep. de Contrap. en Directo";336568136;17679697
2018;"2018.T3";"Julio";"Ap. Deportivas Mutuas";1238;596
2018;"2018.T3";"Julio";"Ap. Hípicas de Contrapartida";9864289;373899
2018;"2018.T3";"Julio";"Apuestas Hípicas Mutuas";0;0
2018;"2018.T3";"Julio";"Bingo";8165878;1134438
2018;"2018.T3";"Julio";"Black Jack";88472766;2113018
2018;"2018.T3";"Julio";"Concursos";548164;281980
2018;"2018.T3";"Julio";"Juegos Complementarios";0;0
2018;"2018.T3";"Julio";"Máquinas de Azar";315205486;11491505
2018;"2018.T3";"Julio";"Otras Ap. de Contrapartida";4578649;326575
2018;"2018.T3";"Julio";"Punto y Banca";46906;713
2018;"2018.T3";"Julio";"Póquer Cash";93056164;2368163
2018;"2018.T3";"Julio";"Póquer Torneo";67845186;4121535
2018;"2018.T3";"Julio";"Ruleta Convencional";124707544;2978712
2018;"2018.T3";"Julio";"Ruleta en Vivo";187871793;3915817
2018;"2018.T3";"Agosto";"Ap. Cruzadas";3305487;26706
2018;"2018.T3";"Agosto";"Ap. Dep. de Contrap. Convencionales";137400972;13174760
2018;"2018.T3";"Agosto";"Ap. Dep. de Contrap. en Directo";354494925;17910848
2018;"2018.T3";"Agosto";"Ap. Deportivas Mutuas";1170;391
2018;"2018.T3";"Agosto";"Ap. Hípicas de Contrapartida";10042525;533148
2018;"2018.T3";"Agosto";"Apuestas Hípicas Mutuas";0;0
2018;"2018.T3";"Agosto";"Bingo";7813797;1078075
2018;"2018.T3";"Agosto";"Black Jack";91879187;2020051
2018;"2018.T3";"Agosto";"Concursos";4398;4398
2018;"2018.T3";"Agosto";"Juegos Complementarios";0;0
2018;"2018.T3";"Agosto";"Máquinas de Azar";290621473;11371632
2018;"2018.T3";"Agosto";"Otras Ap. de Contrapartida";4869165;226797
2018;"2018.T3";"Agosto";"Punto y Banca";14288;313
2018;"2018.T3";"Agosto";"Póquer Cash";97945781;2509395
2018;"2018.T3";"Agosto";"Póquer Torneo";70083767;3813939
2018;"2018.T3";"Agosto";"Ruleta Convencional";114694583;2613044
2018;"2018.T3";"Agosto";"Ruleta en Vivo";179014030;3928554
2018;"2018.T3";"Septiembre";"Ap. Cruzadas";3560118;32754
2018;"2018.T3";"Septiembre";"Ap. Dep. de Contrap. Convencionales";170161190;14388557
2018;"2018.T3";"Septiembre";"Ap. Dep. de Contrap. en Directo";426651228;19413424
2018;"2018.T3";"Septiembre";"Ap. Deportivas Mutuas";1617;389
2018;"2018.T3";"Septiembre";"Ap. Hípicas de Contrapartida";9103754;511933
2018;"2018.T3";"Septiembre";"Apuestas Hípicas Mutuas";0;0
2018;"2018.T3";"Septiembre";"Bingo";7285891;930217
2018;"2018.T3";"Septiembre";"Black Jack";83008829;1991849
2018;"2018.T3";"Septiembre";"Concursos";54844;31902
2018;"2018.T3";"Septiembre";"Juegos Complementarios";0;0
2018;"2018.T3";"Septiembre";"Máquinas de Azar";313568692;11373308
2018;"2018.T3";"Septiembre";"Otras Ap. de Contrapartida";4293343;308183
2018;"2018.T3";"Septiembre";"Punto y Banca";8559;698
2018;"2018.T3";"Septiembre";"Póquer Cash";98563324;2584546
2018;"2018.T3";"Septiembre";"Póquer Torneo";80756344;4630850
2018;"2018.T3";"Septiembre";"Ruleta Convencional";131783914;3016917
2018;"2018.T3";"Septiembre";"Ruleta en Vivo";170856631;4072764
2018;"2018.T4";"Octubre";"Ap. Cruzadas";3529308;31742
2018;"2018.T4";"Octubre";"Ap. Dep. de Contrap. Convencionales";186177256;14563530
2018;"2018.T4";"Octubre";"Ap. Dep. de Contrap. en Directo";525659360;18697770
2018;"2018.T4";"Octubre";"Ap. Deportivas Mutuas";2211;392
2018;"2018.T4";"Octubre";"Ap. Hípicas de Contrapartida";8360221;419862
2018;"2018.T4";"Octubre";"Apuestas Hípicas Mutuas";0;0
2018;"2018.T4";"Octubre";"Bingo";7902792;1056288
2018;"2018.T4";"Octubre";"Black Jack";83384626;2227759
2018;"2018.T4";"Octubre";"Concursos";64452;33921
2018;"2018.T4";"Octubre";"Juegos Complementarios";0;0
2018;"2018.T4";"Octubre";"Máquinas de Azar";308415065;11731843
2018;"2018.T4";"Octubre";"Otras Ap. de Contrapartida";4869992;333617
2018;"2018.T4";"Octubre";"Punto y Banca";37292;448
2018;"2018.T4";"Octubre";"Póquer Cash";112903642;2538217
2018;"2018.T4";"Octubre";"Póquer Torneo";74414544;4292563
2018;"2018.T4";"Octubre";"Ruleta Convencional";133529291;2806550
2018;"2018.T4";"Octubre";"Ruleta en Vivo";188770585;3824554
2018;"2018.T4";"Noviembre";"Ap. Cruzadas";3116748;29727
2018;"2018.T4";"Noviembre";"Ap. Dep. de Contrap. Convencionales";182268399;16652180
2018;"2018.T4";"Noviembre";"Ap. Dep. de Contrap. en Directo";527163502;16538190
