Edad;Sexo;Periodo;Total
Total;Ambos sexos;2025T4;9,93
Total;Ambos sexos;2025T3;10,45
Total;Ambos sexos;2025T2;10,29
Total;Ambos sexos;2025T1;11,36
Total;Ambos sexos;2024T4;10,61
Total;Ambos sexos;2024T3;11,21
Total;Ambos sexos;2024T2;11,27
Total;Ambos sexos;2024T1;12,29
Total;Ambos sexos;2023T4;11,80
Total;Ambos sexos;2023T3;11,89
Total;Ambos sexos;2023T2;11,67
Total;Ambos sexos;2023T1;13,38
Total;Ambos sexos;2022T4;12,99
Total;Ambos sexos;2022T3;12,73
Total;Ambos sexos;2022T2;12,69
Total;Ambos sexos;2022T1;13,73
Total;Ambos sexos;2021T4;13,44
Total;Ambos sexos;2021T3;14,71
Total;Ambos sexos;2021T2;15,39
Total;Ambos sexos;2021T1;16,14
Total;Ambos sexos;2020T4;16,13
Total;Ambos sexos;2020T3;16,26
Total;Ambos sexos;2020T2;15,33
Total;Ambos sexos;2020T1;14,41
Total;Ambos sexos;2019T4;13,78
Total;Ambos sexos;2019T3;13,92
Total;Ambos sexos;2019T2;14,02
Total;Ambos sexos;2019T1;14,70
Total;Ambos sexos;2018T4;14,45
Total;Ambos sexos;2018T3;14,55
Total;Ambos sexos;2018T2;15,28
Total;Ambos sexos;2018T1;16,74
Total;Ambos sexos;2017T4;16,55
Total;Ambos sexos;2017T3;16,38
Total;Ambos sexos;2017T2;17,22
Total;Ambos sexos;2017T1;18,75
Total;Ambos sexos;2016T4;18,63
Total;Ambos sexos;2016T3;18,91
Total;Ambos sexos;2016T2;20,00
Total;Ambos sexos;2016T1;21,00
Total;Ambos sexos;2015T4;20,90
Total;Ambos sexos;2015T3;21,18
Total;Ambos sexos;2015T2;22,37
Total;Ambos sexos;2015T1;23,78
Total;Ambos sexos;2014T4;23,70
Total;Ambos sexos;2014T3;23,67
Total;Ambos sexos;2014T2;24,47
Total;Ambos sexos;2014T1;25,93
Total;Ambos sexos;2013T4;25,73
Total;Ambos sexos;2013T3;25,65
Total;Ambos sexos;2013T2;26,06
Total;Ambos sexos;2013T1;26,94
Total;Ambos sexos;2012T4;25,77
Total;Ambos sexos;2012T3;24,79
Total;Ambos sexos;2012T2;24,40
Total;Ambos sexos;2012T1;24,19
Total;Ambos sexos;2011T4;22,56
Total;Ambos sexos;2011T3;21,28
Total;Ambos sexos;2011T2;20,64
Total;Ambos sexos;2011T1;21,08
Total;Ambos sexos;2010T4;20,11
Total;Ambos sexos;2010T3;19,59
Total;Ambos sexos;2010T2;19,89
Total;Ambos sexos;2010T1;19,84
Total;Ambos sexos;2009T4;18,66
Total;Ambos sexos;2009T3;17,75
Total;Ambos sexos;2009T2;17,77
Total;Ambos sexos;2009T1;17,24
Total;Ambos sexos;2008T4;13,79
Total;Ambos sexos;2008T3;11,23
Total;Ambos sexos;2008T2;10,36
Total;Ambos sexos;2008T1;9,60
Total;Ambos sexos;2007T4;8,57
Total;Ambos sexos;2007T3;8,01
Total;Ambos sexos;2007T2;7,93
Total;Ambos sexos;2007T1;8,42
Total;Ambos sexos;2006T4;8,26
Total;Ambos sexos;2006T3;8,08
Total;Ambos sexos;2006T2;8,44
Total;Ambos sexos;2006T1;9,03
Total;Ambos sexos;2005T4;8,71
Total;Ambos sexos;2005T3;8,41
Total;Ambos sexos;2005T2;9,32
Total;Ambos sexos;2005T1;10,17
Total;Ambos sexos;2004T4;10,53
Total;Ambos sexos;2004T3;10,74
Total;Ambos sexos;2004T2;11,09
Total;Ambos sexos;2004T1;11,50
Total;Ambos sexos;2003T4;11,37
Total;Ambos sexos;2003T3;11,30
Total;Ambos sexos;2003T2;11,28
Total;Ambos sexos;2003T1;11,99
Total;Ambos sexos;2002T4;11,61
Total;Ambos sexos;2002T3;11,49
Total;Ambos sexos;2002T2;11,15
Total;Ambos sexos;2002T1;11,55
Total;Hombres;2025T4;8,76
Total;Hombres;2025T3;8,97
Total;Hombres;2025T2;9,20
Total;Hombres;2025T1;10,14
Total;Hombres;2024T4;9,53
Total;Hombres;2024T3;10,02
Total;Hombres;2024T2;10,08
Total;Hombres;2024T1;11,00
Total;Hombres;2023T4;10,42
Total;Hombres;2023T3;10,32
Total;Hombres;2023T2;10,27
Total;Hombres;2023T1;11,68
Total;Hombres;2022T4;11,44
Total;Hombres;2022T3;10,81
Total;Hombres;2022T2;11,17
Total;Hombres;2022T1;12,17
Total;Hombres;2021T4;11,93
Total;Hombres;2021T3;13,16
Total;Hombres;2021T2;13,57
Total;Hombres;2021T1;14,24
Total;Hombres;2020T4;14,17
Total;Hombres;2020T3;14,39
Total;Hombres;2020T2;14,13
Total;Hombres;2020T1;12,79
Total;Hombres;2019T4;12,23
Total;Hombres;2019T3;12,17
Total;Hombres;2019T2;12,49
Total;Hombres;2019T1;12,90
Total;Hombres;2018T4;12,87
Total;Hombres;2018T3;13,12
Total;Hombres;2018T2;13,72
Total;Hombres;2018T1;15,18
Total;Hombres;2017T4;14,97
Total;Hombres;2017T3;14,80
Total;Hombres;2017T2;15,64
Total;Hombres;2017T1;17,22
Total;Hombres;2016T4;17,22
Total;Hombres;2016T3;17,39
Total;Hombres;2016T2;18,41
Total;Hombres;2016T1;19,45
Total;Hombres;2015T4;19,49
Total;Hombres;2015T3;19,90
Total;Hombres;2015T2;20,96
Total;Hombres;2015T1;22,74
Total;Hombres;2014T4;22,80
Total;Hombres;2014T3;22,53
Total;Hombres;2014T2;23,70
Total;Hombres;2014T1;25,37
Total;Hombres;2013T4;25,04
Total;Hombres;2013T3;25,19
Total;Hombres;2013T2;25,50
Total;Hombres;2013T1;26,66
Total;Hombres;2012T4;25,40
Total;Hombres;2012T3;24,54
Total;Hombres;2012T2;24,43
Total;Hombres;2012T1;23,96
Total;Hombres;2011T4;22,26
Total;Hombres;2011T3;20,90
Total;Hombres;2011T2;20,42
Total;Hombres;2011T1;20,60
Total;Hombres;2010T4;19,80
Total;Hombres;2010T3;19,12
Total;Hombres;2010T2;19,56
Total;Hombres;2010T1;19,80
Total;Hombres;2009T4;18,56
Total;Hombres;2009T3;17,62
Total;Hombres;2009T2;17,56
Total;Hombres;2009T1;16,85
Total;Hombres;2008T4;12,96
Total;Hombres;2008T3;10,29
Total;Hombres;2008T2;9,06
Total;Hombres;2008T1;7,90
Total;Hombres;2007T4;6,89
Total;Hombres;2007T3;6,25
Total;Hombres;2007T2;6,15
Total;Hombres;2007T1;6,34
Total;Hombres;2006T4;6,12
Total;Hombres;2006T3;6,05
Total;Hombres;2006T2;6,38
Total;Hombres;2006T1;6,86
Total;Hombres;2005T4;6,73
Total;Hombres;2005T3;6,56
Total;Hombres;2005T2;7,41
Total;Hombres;2005T1;7,84
Total;Hombres;2004T4;7,83
Total;Hombres;2004T3;8,20
Total;Hombres;2004T2;8,33
Total;Hombres;2004T1;8,68
Total;Hombres;2003T4;8,58
Total;Hombres;2003T3;8,39
Total;Hombres;2003T2;8,27
Total;Hombres;2003T1;8,76
Total;Hombres;2002T4;8,65
Total;Hombres;2002T3;8,33
Total;Hombres;2002T2;7,86
Total;Hombres;2002T1;8,36
Total;Mujeres;2025T4;11,24
Total;Mujeres;2025T3;12,11
Total;Mujeres;2025T2;11,50
Total;Mujeres;2025T1;12,72
Total;Mujeres;2024T4;11,83
Total;Mujeres;2024T3;12,54
Total;Mujeres;2024T2;12,61
Total;Mujeres;2024T1;13,73
Total;Mujeres;2023T4;13,33
Total;Mujeres;2023T3;13,66
Total;Mujeres;2023T2;13,24
Total;Mujeres;2023T1;15,27
Total;Mujeres;2022T4;14,74
Total;Mujeres;2022T3;14,92
Total;Mujeres;2022T2;14,40
Total;Mujeres;2022T1;15,49
Total;Mujeres;2021T4;15,15
Total;Mujeres;2021T3;16,47
Total;Mujeres;2021T2;17,45
Total;Mujeres;2021T1;18,30
Total;Mujeres;2020T4;18,33
Total;Mujeres;2020T3;18,39
Total;Mujeres;2020T2;16,72
Total;Mujeres;2020T1;16,24
Total;Mujeres;2019T4;15,55
Total;Mujeres;2019T3;15,92
Total;Mujeres;2019T2;15,78
Total;Mujeres;2019T1;16,74
Total;Mujeres;2018T4;16,26
Total;Mujeres;2018T3;16,22
Total;Mujeres;2018T2;17,08
Total;Mujeres;2018T1;18,54
Total;Mujeres;2017T4;18,35
Total;Mujeres;2017T3;18,21
Total;Mujeres;2017T2;19,04
Total;Mujeres;2017T1;20,51
Total;Mujeres;2016T4;20,25
Total;Mujeres;2016T3;20,66
Total;Mujeres;2016T2;21,82
Total;Mujeres;2016T1;22,78
Total;Mujeres;2015T4;22,52
Total;Mujeres;2015T3;22,69
Total;Mujeres;2015T2;24,01
Total;Mujeres;2015T1;24,98
Total;Mujeres;2014T4;24,74
Total;Mujeres;2014T3;25,01
Total;Mujeres;2014T2;25,38
Total;Mujeres;2014T1;26,57
Total;Mujeres;2013T4;26,53
Total;Mujeres;2013T3;26,18
Total;Mujeres;2013T2;26,71
Total;Mujeres;2013T1;27,26
Total;Mujeres;2012T4;26,22
Total;Mujeres;2012T3;25,10
Total;Mujeres;2012T2;24,36
Total;Mujeres;2012T1;24,46
Total;Mujeres;2011T4;22,92
Total;Mujeres;2011T3;21,75
Total;Mujeres;2011T2;20,92
Total;Mujeres;2011T1;21,66
Total;Mujeres;2010T4;20,51
Total;Mujeres;2010T3;20,18
Total;Mujeres;2010T2;20,30
Total;Mujeres;2010T1;19,90
Total;Mujeres;2009T4;18,80
Total;Mujeres;2009T3;17,91
Total;Mujeres;2009T2;18,04
Total;Mujeres;2009T1;17,76
Total;Mujeres;2008T4;14,85
Total;Mujeres;2008T3;12,48
Total;Mujeres;2008T2;12,08
Total;Mujeres;2008T1;11,88
Total;Mujeres;2007T4;10,82
Total;Mujeres;2007T3;10,39
Total;Mujeres;2007T2;10,35
Total;Mujeres;2007T1;11,23
Total;Mujeres;2006T4;11,17
Total;Mujeres;2006T3;10,91
Total;Mujeres;2006T2;11,28
Total;Mujeres;2006T1;12,03
Total;Mujeres;2005T4;11,47
Total;Mujeres;2005T3;11,04
Total;Mujeres;2005T2;12,00
Total;Mujeres;2005T1;13,46
Total;Mujeres;2004T4;14,35
Total;Mujeres;2004T3;14,36
Total;Mujeres;2004T2;15,03
Total;Mujeres;2004T1;15,55
Total;Mujeres;2003T4;15,41
Total;Mujeres;2003T3;15,54
Total;Mujeres;2003T2;15,68
Total;Mujeres;2003T1;16,73
Total;Mujeres;2002T4;16,00
Total;Mujeres;2002T3;16,20
Total;Mujeres;2002T2;16,04
Total;Mujeres;2002T1;16,35
De 16 a 19 años;Ambos sexos;2025T4;30,43
De 16 a 19 años;Ambos sexos;2025T3;37,36
De 16 a 19 años;Ambos sexos;2025T2;39,88
De 16 a 19 años;Ambos sexos;2025T1;40,22
De 16 a 19 años;Ambos sexos;2024T4;38,79
De 16 a 19 años;Ambos sexos;2024T3;38,43
De 16 a 19 años;Ambos sexos;2024T2;44,52
De 16 a 19 años;Ambos sexos;2024T1;41,06
De 16 a 19 años;Ambos sexos;2023T4;42,86
De 16 a 19 años;Ambos sexos;2023T3;41,41
De 16 a 19 años;Ambos sexos;2023T2;43,50
De 16 a 19 años;Ambos sexos;2023T1;45,30
De 16 a 19 años;Ambos sexos;2022T4;41,29
De 16 a 19 años;Ambos sexos;2022T3;43,83
De 16 a 19 años;Ambos sexos;2022T2;48,78
De 16 a 19 años;Ambos sexos;2022T1;45,73
De 16 a 19 años;Ambos sexos;2021T4;50,23
De 16 a 19 años;Ambos sexos;2021T3;43,25
De 16 a 19 años;Ambos sexos;2021T2;55,15
De 16 a 19 años;Ambos sexos;2021T1;58,42
De 16 a 19 años;Ambos sexos;2020T4;60,14
De 16 a 19 años;Ambos sexos;2020T3;55,93
De 16 a 19 años;Ambos sexos;2020T2;54,50
De 16 a 19 años;Ambos sexos;2020T1;47,29
De 16 a 19 años;Ambos sexos;2019T4;43,90
De 16 a 19 años;Ambos sexos;2019T3;42,15
De 16 a 19 años;Ambos sexos;2019T2;46,26
De 16 a 19 años;Ambos sexos;2019T1;49,26
De 16 a 19 años;Ambos sexos;2018T4;46,89
De 16 a 19 años;Ambos sexos;2018T3;45,43
De 16 a 19 años;Ambos sexos;2018T2;51,64
De 16 a 19 años;Ambos sexos;2018T1;56,15
De 16 a 19 años;Ambos sexos;2017T4;54,20
De 16 a 19 años;Ambos sexos;2017T3;50,41
De 16 a 19 años;Ambos sexos;2017T2;55,98
De 16 a 19 años;Ambos sexos;2017T1;58,74
De 16 a 19 años;Ambos sexos;2016T4;58,67
De 16 a 19 años;Ambos sexos;2016T3;54,69
De 16 a 19 años;Ambos sexos;2016T2;63,52
De 16 a 19 años;Ambos sexos;2016T1;64,12
De 16 a 19 años;Ambos sexos;2015T4;66,09
De 16 a 19 años;Ambos sexos;2015T3;63,73
De 16 a 19 años;Ambos sexos;2015T2;69,36
De 16 a 19 años;Ambos sexos;2015T1;70,45
De 16 a 19 años;Ambos sexos;2014T4;67,28
De 16 a 19 años;Ambos sexos;2014T3;66,71
De 16 a 19 años;Ambos sexos;2014T2;70,39
De 16 a 19 años;Ambos sexos;2014T1;70,16
De 16 a 19 años;Ambos sexos;2013T4;75,53
De 16 a 19 años;Ambos sexos;2013T3;72,15
De 16 a 19 años;Ambos sexos;2013T2;73,00
De 16 a 19 años;Ambos sexos;2013T1;75,63
De 16 a 19 años;Ambos sexos;2012T4;73,88
De 16 a 19 años;Ambos sexos;2012T3;71,89
De 16 a 19 años;Ambos sexos;2012T2;73,19
De 16 a 19 años;Ambos sexos;2012T1;71,44
De 16 a 19 años;Ambos sexos;2011T4;69,15
De 16 a 19 años;Ambos sexos;2011T3;60,38
De 16 a 19 años;Ambos sexos;2011T2;62,53
De 16 a 19 años;Ambos sexos;2011T1;65,30
De 16 a 19 años;Ambos sexos;2010T4;63,67
De 16 a 19 años;Ambos sexos;2010T3;59,99
De 16 a 19 años;Ambos sexos;2010T2;62,15
De 16 a 19 años;Ambos sexos;2010T1;59,54
De 16 a 19 años;Ambos sexos;2009T4;57,47
De 16 a 19 años;Ambos sexos;2009T3;53,52
De 16 a 19 años;Ambos sexos;2009T2;56,18
De 16 a 19 años;Ambos sexos;2009T1;54,25
De 16 a 19 años;Ambos sexos;2008T4;45,83
De 16 a 19 años;Ambos sexos;2008T3;38,34
De 16 a 19 años;Ambos sexos;2008T2;40,96
De 16 a 19 años;Ambos sexos;2008T1;32,82
De 16 a 19 años;Ambos sexos;2007T4;31,08
De 16 a 19 años;Ambos sexos;2007T3;27,21
De 16 a 19 años;Ambos sexos;2007T2;29,19
De 16 a 19 años;Ambos sexos;2007T1;27,59
De 16 a 19 años;Ambos sexos;2006T4;31,23
De 16 a 19 años;Ambos sexos;2006T3;24,87
De 16 a 19 años;Ambos sexos;2006T2;31,22
De 16 a 19 años;Ambos sexos;2006T1;29,68
De 16 a 19 años;Ambos sexos;2005T4;27,83
De 16 a 19 años;Ambos sexos;2005T3;26,88
De 16 a 19 años;Ambos sexos;2005T2;31,07
De 16 a 19 años;Ambos sexos;2005T1;31,21
De 16 a 19 años;Ambos sexos;2004T4;29,04
De 16 a 19 años;Ambos sexos;2004T3;29,28
De 16 a 19 años;Ambos sexos;2004T2;32,16
De 16 a 19 años;Ambos sexos;2004T1;32,45
De 16 a 19 años;Ambos sexos;2003T4;32,07
De 16 a 19 años;Ambos sexos;2003T3;31,49
De 16 a 19 años;Ambos sexos;2003T2;34,13
De 16 a 19 años;Ambos sexos;2003T1;33,85
De 16 a 19 años;Ambos sexos;2002T4;31,55
De 16 a 19 años;Ambos sexos;2002T3;30,06
De 16 a 19 años;Ambos sexos;2002T2;29,48
De 16 a 19 años;Ambos sexos;2002T1;28,42
De 16 a 19 años;Hombres;2025T4;31,88
De 16 a 19 años;Hombres;2025T3;30,58
De 16 a 19 años;Hombres;2025T2;40,23
De 16 a 19 años;Hombres;2025T1;40,65
De 16 a 19 años;Hombres;2024T4;32,75
De 16 a 19 años;Hombres;2024T3;36,38
De 16 a 19 años;Hombres;2024T2;42,04
De 16 a 19 años;Hombres;2024T1;40,38
De 16 a 19 años;Hombres;2023T4;41,53
De 16 a 19 años;Hombres;2023T3;41,70
De 16 a 19 años;Hombres;2023T2;43,96
De 16 a 19 años;Hombres;2023T1;47,01
De 16 a 19 años;Hombres;2022T4;43,47
De 16 a 19 años;Hombres;2022T3;45,12
De 16 a 19 años;Hombres;2022T2;49,25
De 16 a 19 años;Hombres;2022T1;43,15
De 16 a 19 años;Hombres;2021T4;50,85
De 16 a 19 años;Hombres;2021T3;43,84
De 16 a 19 años;Hombres;2021T2;50,77
De 16 a 19 años;Hombres;2021T1;55,67
De 16 a 19 años;Hombres;2020T4;53,76
De 16 a 19 años;Hombres;2020T3;51,28
De 16 a 19 años;Hombres;2020T2;50,51
De 16 a 19 años;Hombres;2020T1;45,53
De 16 a 19 años;Hombres;2019T4;42,08
De 16 a 19 años;Hombres;2019T3;40,97
De 16 a 19 años;Hombres;2019T2;44,87
De 16 a 19 años;Hombres;2019T1;43,60
De 16 a 19 años;Hombres;2018T4;46,89
De 16 a 19 años;Hombres;2018T3;45,39
De 16 a 19 años;Hombres;2018T2;51,15
De 16 a 19 años;Hombres;2018T1;56,61
De 16 a 19 años;Hombres;2017T4;53,79
De 16 a 19 años;Hombres;2017T3;51,87
De 16 a 19 años;Hombres;2017T2;54,67
De 16 a 19 años;Hombres;2017T1;56,78
De 16 a 19 años;Hombres;2016T4;54,62
De 16 a 19 años;Hombres;2016T3;53,45
De 16 a 19 años;Hombres;2016T2;61,79
De 16 a 19 años;Hombres;2016T1;66,16
De 16 a 19 años;Hombres;2015T4;62,49
De 16 a 19 años;Hombres;2015T3;61,51
De 16 a 19 años;Hombres;2015T2;66,49
De 16 a 19 años;Hombres;2015T1;68,93
De 16 a 19 años;Hombres;2014T4;63,28
De 16 a 19 años;Hombres;2014T3;62,91
De 16 a 19 años;Hombres;2014T2;68,71
De 16 a 19 años;Hombres;2014T1;68,25
De 16 a 19 años;Hombres;2013T4;74,85
De 16 a 19 años;Hombres;2013T3;70,69
De 16 a 19 años;Hombres;2013T2;68,75
De 16 a 19 años;Hombres;2013T1;75,26
De 16 a 19 años;Hombres;2012T4;72,95
De 16 a 19 años;Hombres;2012T3;71,28
De 16 a 19 años;Hombres;2012T2;72,97
De 16 a 19 años;Hombres;2012T1;71,05
De 16 a 19 años;Hombres;2011T4;69,19
De 16 a 19 años;Hombres;2011T3;61,47
De 16 a 19 años;Hombres;2011T2;63,92
De 16 a 19 años;Hombres;2011T1;64,08
De 16 a 19 años;Hombres;2010T4;62,37
De 16 a 19 años;Hombres;2010T3;58,95
De 16 a 19 años;Hombres;2010T2;60,59
De 16 a 19 años;Hombres;2010T1;58,92
De 16 a 19 años;Hombres;2009T4;56,78
De 16 a 19 años;Hombres;2009T3;53,12
De 16 a 19 años;Hombres;2009T2;56,70
De 16 a 19 años;Hombres;2009T1;52,73
De 16 a 19 años;Hombres;2008T4;44,69
De 16 a 19 años;Hombres;2008T3;35,53
De 16 a 19 años;Hombres;2008T2;35,22
De 16 a 19 años;Hombres;2008T1;28,50
De 16 a 19 años;Hombres;2007T4;26,76
De 16 a 19 años;Hombres;2007T3;22,93
De 16 a 19 años;Hombres;2007T2;24,20
De 16 a 19 años;Hombres;2007T1;21,99
De 16 a 19 años;Hombres;2006T4;25,44
De 16 a 19 años;Hombres;2006T3;19,80
De 16 a 19 años;Hombres;2006T2;25,22
De 16 a 19 años;Hombres;2006T1;25,66
De 16 a 19 años;Hombres;2005T4;23,47
De 16 a 19 años;Hombres;2005T3;22,04
De 16 a 19 años;Hombres;2005T2;26,26
De 16 a 19 años;Hombres;2005T1;26,70
De 16 a 19 años;Hombres;2004T4;24,40
De 16 a 19 años;Hombres;2004T3;26,71
De 16 a 19 años;Hombres;2004T2;27,49
De 16 a 19 años;Hombres;2004T1;27,69
De 16 a 19 años;Hombres;2003T4;27,52
De 16 a 19 años;Hombres;2003T3;26,22
De 16 a 19 años;Hombres;2003T2;29,41
De 16 a 19 años;Hombres;2003T1;29,06
De 16 a 19 años;Hombres;2002T4;26,76
De 16 a 19 años;Hombres;2002T3;26,53
De 16 a 19 años;Hombres;2002T2;24,09
De 16 a 19 años;Hombres;2002T1;24,09
De 16 a 19 años;Mujeres;2025T4;28,34
De 16 a 19 años;Mujeres;2025T3;45,22
De 16 a 19 años;Mujeres;2025T2;39,45
De 16 a 19 años;Mujeres;2025T1;39,64
De 16 a 19 años;Mujeres;2024T4;46,72
De 16 a 19 años;Mujeres;2024T3;41,04
De 16 a 19 años;Mujeres;2024T2;48,17
De 16 a 19 años;Mujeres;2024T1;42,07
De 16 a 19 años;Mujeres;2023T4;44,83
De 16 a 19 años;Mujeres;2023T3;41,02
De 16 a 19 años;Mujeres;2023T2;42,91
De 16 a 19 años;Mujeres;2023T1;43,19
De 16 a 19 años;Mujeres;2022T4;38,29
De 16 a 19 años;Mujeres;2022T3;42,22
De 16 a 19 años;Mujeres;2022T2;48,21
De 16 a 19 años;Mujeres;2022T1;48,92
De 16 a 19 años;Mujeres;2021T4;49,48
De 16 a 19 años;Mujeres;2021T3;42,57
De 16 a 19 años;Mujeres;2021T2;61,01
De 16 a 19 años;Mujeres;2021T1;62,28
De 16 a 19 años;Mujeres;2020T4;69,18
De 16 a 19 años;Mujeres;2020T3;63,17
De 16 a 19 años;Mujeres;2020T2;61,07
De 16 a 19 años;Mujeres;2020T1;50,28
De 16 a 19 años;Mujeres;2019T4;46,55
De 16 a 19 años;Mujeres;2019T3;43,70
De 16 a 19 años;Mujeres;2019T2;48,11
De 16 a 19 años;Mujeres;2019T1;56,57
De 16 a 19 años;Mujeres;2018T4;46,89
De 16 a 19 años;Mujeres;2018T3;45,49
De 16 a 19 años;Mujeres;2018T2;52,28
De 16 a 19 años;Mujeres;2018T1;55,55
De 16 a 19 años;Mujeres;2017T4;54,74
De 16 a 19 años;Mujeres;2017T3;48,34
De 16 a 19 años;Mujeres;2017T2;57,81
De 16 a 19 años;Mujeres;2017T1;61,77
De 16 a 19 años;Mujeres;2016T4;64,02
De 16 a 19 años;Mujeres;2016T3;56,30
De 16 a 19 años;Mujeres;2016T2;65,96
De 16 a 19 años;Mujeres;2016T1;61,24
De 16 a 19 años;Mujeres;2015T4;70,97
De 16 a 19 años;Mujeres;2015T3;66,77
De 16 a 19 años;Mujeres;2015T2;73,23
De 16 a 19 años;Mujeres;2015T1;72,46
De 16 a 19 años;Mujeres;2014T4;72,04
De 16 a 19 años;Mujeres;2014T3;71,38
De 16 a 19 años;Mujeres;2014T2;72,75
De 16 a 19 años;Mujeres;2014T1;72,72
De 16 a 19 años;Mujeres;2013T4;76,43
De 16 a 19 años;Mujeres;2013T3;73,93
De 16 a 19 años;Mujeres;2013T2;79,11
De 16 a 19 años;Mujeres;2013T1;76,18
De 16 a 19 años;Mujeres;2012T4;75,06
De 16 a 19 años;Mujeres;2012T3;72,69
De 16 a 19 años;Mujeres;2012T2;73,46
De 16 a 19 años;Mujeres;2012T1;71,94
De 16 a 19 años;Mujeres;2011T4;69,11
De 16 a 19 años;Mujeres;2011T3;58,92
De 16 a 19 años;Mujeres;2011T2;60,79
De 16 a 19 años;Mujeres;2011T1;67,02
De 16 a 19 años;Mujeres;2010T4;65,42
De 16 a 19 años;Mujeres;2010T3;61,42
De 16 a 19 años;Mujeres;2010T2;64,38
De 16 a 19 años;Mujeres;2010T1;60,48
De 16 a 19 años;Mujeres;2009T4;58,64
De 16 a 19 años;Mujeres;2009T3;54,08
De 16 a 19 años;Mujeres;2009T2;55,38
De 16 a 19 años;Mujeres;2009T1;56,43
De 16 a 19 años;Mujeres;2008T4;47,35
De 16 a 19 años;Mujeres;2008T3;42,17
De 16 a 19 años;Mujeres;2008T2;48,75
De 16 a 19 años;Mujeres;2008T1;39,31
De 16 a 19 años;Mujeres;2007T4;37,50
De 16 a 19 años;Mujeres;2007T3;33,28
De 16 a 19 años;Mujeres;2007T2;37,05
De 16 a 19 años;Mujeres;2007T1;36,39
De 16 a 19 años;Mujeres;2006T4;39,81
De 16 a 19 años;Mujeres;2006T3;32,66
De 16 a 19 años;Mujeres;2006T2;38,96
De 16 a 19 años;Mujeres;2006T1;35,38
De 16 a 19 años;Mujeres;2005T4;34,23
De 16 a 19 años;Mujeres;2005T3;34,27
De 16 a 19 años;Mujeres;2005T2;38,10
De 16 a 19 años;Mujeres;2005T1;39,35
De 16 a 19 años;Mujeres;2004T4;36,92
De 16 a 19 años;Mujeres;2004T3;33,95
De 16 a 19 años;Mujeres;2004T2;39,89
De 16 a 19 años;Mujeres;2004T1;40,06
De 16 a 19 años;Mujeres;2003T4;39,71
De 16 a 19 años;Mujeres;2003T3;40,03
De 16 a 19 años;Mujeres;2003T2;42,13
De 16 a 19 años;Mujeres;2003T1;41,98
De 16 a 19 años;Mujeres;2002T4;40,22
De 16 a 19 años;Mujeres;2002T3;36,30
De 16 a 19 años;Mujeres;2002T2;38,45
De 16 a 19 años;Mujeres;2002T1;35,22
De 20 a 24 años;Ambos sexos;2025T4;21,78
De 20 a 24 años;Ambos sexos;2025T3;22,65
De 20 a 24 años;Ambos sexos;2025T2;21,30
De 20 a 24 años;Ambos sexos;2025T1;24,06
De 20 a 24 años;Ambos sexos;2024T4;22,02
De 20 a 24 años;Ambos sexos;2024T3;24,02
De 20 a 24 años;Ambos sexos;2024T2;22,42
De 20 a 24 años;Ambos sexos;2024T1;24,98
De 20 a 24 años;Ambos sexos;2023T4;25,72
De 20 a 24 años;Ambos sexos;2023T3;25,14
De 20 a 24 años;Ambos sexos;2023T2;24,94
De 20 a 24 años;Ambos sexos;2023T1;26,86
De 20 a 24 años;Ambos sexos;2022T4;26,47
De 20 a 24 años;Ambos sexos;2022T3;27,25
De 20 a 24 años;Ambos sexos;2022T2;24,81
De 20 a 24 años;Ambos sexos;2022T1;26,82
De 20 a 24 años;Ambos sexos;2021T4;27,20
De 20 a 24 años;Ambos sexos;2021T3;28,83
De 20 a 24 años;Ambos sexos;2021T2;35,02
De 20 a 24 años;Ambos sexos;2021T1;36,28
De 20 a 24 años;Ambos sexos;2020T4;36,52
De 20 a 24 años;Ambos sexos;2020T3;37,18
De 20 a 24 años;Ambos sexos;2020T2;36,89
De 20 a 24 años;Ambos sexos;2020T1;30,12
De 20 a 24 años;Ambos sexos;2019T4;27,72
De 20 a 24 años;Ambos sexos;2019T3;29,28
De 20 a 24 años;Ambos sexos;2019T2;30,22
De 20 a 24 años;Ambos sexos;2019T1;32,00
De 20 a 24 años;Ambos sexos;2018T4;30,78
De 20 a 24 años;Ambos sexos;2018T3;30,10
De 20 a 24 años;Ambos sexos;2018T2;30,97
De 20 a 24 años;Ambos sexos;2018T1;32,37
De 20 a 24 años;Ambos sexos;2017T4;33,95
De 20 a 24 años;Ambos sexos;2017T3;32,69
De 20 a 24 años;Ambos sexos;2017T2;36,15
De 20 a 24 años;Ambos sexos;2017T1;38,37
De 20 a 24 años;Ambos sexos;2016T4;39,83
De 20 a 24 años;Ambos sexos;2016T3;39,27
De 20 a 24 años;Ambos sexos;2016T2;43,33
De 20 a 24 años;Ambos sexos;2016T1;43,26
De 20 a 24 años;Ambos sexos;2015T4;42,52
De 20 a 24 años;Ambos sexos;2015T3;42,89
De 20 a 24 años;Ambos sexos;2015T2;45,26
De 20 a 24 años;Ambos sexos;2015T1;47,74
De 20 a 24 años;Ambos sexos;2014T4;48,88
De 20 a 24 años;Ambos sexos;2014T3;49,54
De 20 a 24 años;Ambos sexos;2014T2;49,99
De 20 a 24 años;Ambos sexos;2014T1;52,86
De 20 a 24 años;Ambos sexos;2013T4;50,93
De 20 a 24 años;Ambos sexos;2013T3;50,14
De 20 a 24 años;Ambos sexos;2013T2;52,62
De 20 a 24 años;Ambos sexos;2013T1;53,39
