Tipo de dato;Agregados macroeconómicos: Nivel 1;Agregados macroeconómicos: Nivel 2;Niveles y tasas;Periodo;Total
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2019T3;-0,8234
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2019T2;0,1498
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2019T1;0,2205
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2018T4;0,8734
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2018T3;-1,1376
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2018T2;0,1900
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2018T1;-0,1312
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2017T4;1,0471
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2017T3;-0,8560
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2017T2;0,0497
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2017T1;0,5652
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2016T4;0,7413
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2016T3;-0,8614
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2016T2;0,1320
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2016T1;0,2981
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2015T4;1,0181
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2015T3;-0,6506
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2015T2;0,0709
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2015T1;0,1049
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2014T4;0,9990
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2014T3;-0,7343
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2014T2;-0,0575
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2014T1;0,2662
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2013T4;0,6950
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2013T3;-0,8803
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2013T2;0,0303
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2013T1;-0,2495
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2012T4;0,7353
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2012T3;-1,1231
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2012T2;-0,3291
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2012T1;-0,1259
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2011T4;0,6340
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2011T3;-0,9224
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2011T2;-0,3228
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2011T1;-0,0342
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2010T4;1,1951
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2010T3;-0,9210
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2010T2;0,2034
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2010T1;0,0679
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2009T4;1,1851
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2009T3;-0,7725
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2009T2;0,0820
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2009T1;-1,5803
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2008T4;0,6453
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2008T3;-1,0713
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2008T2;0,1748
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2008T1;-0,6208
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2007T4;1,6642
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2007T3;-0,8540
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2007T2;-0,1802
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2007T1;-0,3786
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2006T4;1,7664
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2006T3;-0,8544
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2006T2;-0,3246
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2006T1;-0,1414
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2005T4;1,7459
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2005T3;-0,9515
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2005T2;-0,0890
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2005T1;-0,1373
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2004T4;1,4531
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2004T3;-0,7838
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2004T2;-0,4512
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2004T1;0,0893
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2003T4;1,5271
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2003T3;-0,9775
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2003T2;-0,6497
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2003T1;0,3869
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2002T4;1,6497
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2002T3;-1,1974
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2002T2;-0,0245
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2002T1;0,0235
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2001T4;1,3163
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2001T3;-1,0908
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2001T2;-0,3961
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2001T1;0,7206
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2000T4;1,5076
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2000T3;-1,1646
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2000T2;-0,2926
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;2000T1;0,7121
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;1999T4;1,6175
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;1999T3;-0,9926
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;1999T2;-0,0244
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;1999T1;0,5213
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;1998T4;1,5381
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;1998T3;-1,1166
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;1998T2;-0,0348
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;1998T1;0,3126
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;1997T4;1,8031
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;1997T3;-1,1184
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;1997T2;0,2291
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;1997T1;0,1939
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;1996T4;""
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;1996T3;""
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;1996T2;""
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;1996T1;""
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;1995T4;""
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;1995T3;""
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;1995T2;""
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación trimestral;1995T1;""
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2025T4;""
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2025T3;""
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2025T2;""
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2025T1;""
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2024T4;""
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2024T3;""
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2024T2;0,7243
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2024T1;0,3437
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2023T4;0,1647
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2023T3;-0,0291
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2023T2;0,1937
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2023T1;0,8738
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2022T4;0,1636
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2022T3;0,5298
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2022T2;0,5108
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2022T1;0,3581
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2021T4;0,1719
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2021T3;-0,0641
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2021T2;3,4439
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2021T1;-0,0067
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2020T4;-0,7414
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2020T3;-0,8586
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2020T2;-3,8445
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2020T1;-0,9784
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2019T4;0,2486
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2019T3;0,4001
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2019T2;0,0915
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2019T1;0,1410
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2018T4;-0,2330
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2018T3;-0,0852
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2018T2;0,2257
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2018T1;0,0881
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2017T4;0,7924
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2017T3;0,4690
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2017T2;0,4907
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2017T1;0,5803
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2016T4;0,2964
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2016T3;0,5634
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2016T2;0,7981
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2016T1;0,7793
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2015T4;0,5369
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2015T3;0,4927
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2015T2;0,4307
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2015T1;0,3167
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2014T4;0,4655
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2014T3;0,1737
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2014T2;0,0224
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2014T1;0,1327
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2013T4;-0,4153
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2013T3;-0,3760
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2013T2;-0,6251
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2013T1;-0,9970
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2012T4;-0,8206
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2012T3;-0,9221
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2012T2;-0,7392
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2012T1;-0,7629
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2011T4;-0,6315
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2011T3;-0,1154
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2011T2;-0,1071
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2011T1;0,3973
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2010T4;0,4979
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2010T3;0,5142
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2010T2;0,6522
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2010T1;0,5619
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2009T4;-1,1397
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2009T3;-1,6669
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2009T2;-1,9581
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2009T1;-1,9300
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2008T4;-0,8950
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2008T3;0,0592
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2008T2;0,2949
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2008T1;-0,0487
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2007T4;0,2158
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2007T3;0,2638
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2007T2;0,2908
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2007T1;0,1605
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2006T4;0,4177
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2006T3;0,3557
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2006T2;0,2837
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2006T1;0,5492
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2005T4;0,5313
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2005T3;0,1975
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2005T2;0,4025
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2005T1;0,0540
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2004T4;0,2967
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2004T3;0,3161
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2004T2;0,1476
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2004T1;-0,0479
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2003T4;0,2789
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2003T3;0,3657
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2003T2;0,1675
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2003T1;0,8167
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2002T4;0,4066
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2002T3;0,0337
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2002T2;0,1843
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2002T1;-0,1948
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2001T4;0,5428
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2001T3;0,7000
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2001T2;0,6594
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2001T1;0,7992
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2000T4;0,7471
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2000T3;0,8009
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2000T2;1,0301
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;2000T1;1,3494
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;1999T4;1,0926
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;1999T3;0,9821
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;1999T2;0,8946
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;1999T1;0,9101
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;1998T4;0,6685
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;1998T3;0,9030
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;1998T2;0,9399
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;1998T1;1,2530
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;1997T4;1,0534
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;1997T3;1,2514
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;1997T2;1,2779
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;1997T1;0,6544
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;1996T4;""
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;1996T3;""
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;1996T2;""
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;1996T1;""
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;1995T4;""
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;1995T3;""
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;1995T2;""
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);;Aportación anual;1995T1;""
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2025T4;""
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2025T3;""
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2025T2;""
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2025T1;""
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2024T4;""
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2024T3;""
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2024T2;118,5459
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2024T1;117,1991
Datos no ajustados de estacionalidad y calendario;VABpb Industria (B-E, CNAE 2009);VABpb Industria. Industria manufacturera (C, CNAE 2009);Dato base;2023T4;114,9781
