Tipo de dato;Agregados macroeconómicos: Nivel 1;Agregados macroeconómicos: Nivel 2;Niveles y tasas;Periodo;Total
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2022T1;109,4376
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2021T4;109,8207
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2021T3;109,1893
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2021T2;107,4445
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2021T1;100,7684
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2020T4;99,6501
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2020T3;100,4032
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2020T2;87,0018
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2020T1;101,4752
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2019T4;110,3325
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2019T3;111,5562
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2019T2;110,7614
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2019T1;109,3587
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2018T4;110,3286
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2018T3;110,5306
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2018T2;109,2706
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2018T1;107,3036
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2017T4;107,9163
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2017T3;108,3788
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2017T2;107,0270
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2017T1;105,1815
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2016T4;106,6261
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2016T3;106,7370
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2016T2;104,7833
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2016T1;102,4910
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2015T4;102,7313
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2015T3;102,3747
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2015T2;99,1521
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2015T1;95,7418
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2014T4;94,7941
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2014T3;93,3806
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2014T2;89,9653
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2014T1;86,9321
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2013T4;87,0488
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2013T3;86,9897
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2013T2;85,4876
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2013T1;84,6932
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2012T4;87,8424
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2012T3;89,6255
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2012T2;88,9493
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2012T1;88,8206
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2011T4;91,0196
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2011T3;92,9552
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2011T2;92,7014
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2011T1;92,5852
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2010T4;97,6395
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2010T3;98,5562
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2010T2;98,4189
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2010T1;94,4923
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2009T4;94,3636
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2009T3;94,0106
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2009T2;92,8105
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2009T1;92,3646
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2008T4;99,5671
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2008T3;104,2960
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2008T2;105,1130
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2008T1;105,4282
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2007T4;107,2739
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2007T3;107,3861
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2007T2;106,3086
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2007T1;104,8326
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2006T4;107,7071
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2006T3;107,7173
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2006T2;106,8338
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2006T1;104,3959
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2005T4;106,0697
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2005T3;106,1949
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2005T2;103,5217
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2005T1;98,7775
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2004T4;101,9138
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2004T3;100,2216
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2004T2;97,6488
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2004T1;93,4929
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2003T4;95,7009
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2003T3;95,1161
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2003T2;91,9256
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2003T1;87,3815
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2002T4;90,2927
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2002T3;89,7438
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2002T2;86,1183
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2002T1;83,4235
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2001T4;85,9394
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2001T3;86,5217
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2001T2;84,2725
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2001T1;80,2635
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2000T4;82,6389
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2000T3;83,7912
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2000T2;81,6171
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;2000T1;77,7206
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;1999T4;81,3615
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;1999T3;79,2943
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;1999T2;77,9270
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;1999T1;74,0827
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;1998T4;77,8099
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;1998T3;75,4985
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;1998T2;73,4945
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;1998T1;69,7251
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;1997T4;71,0839
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;1997T3;67,8321
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;1997T2;67,6828
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;1997T1;63,2299
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;1996T4;65,8609
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;1996T3;64,5008
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;1996T2;63,5000
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;1996T1;59,7277
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;1995T4;64,1184
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;1995T3;61,3856
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;1995T2;61,5444
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Dato base;1995T1;58,4814
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2025T4;""
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2025T3;""
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2025T2;""
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2025T1;""
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2024T4;""
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2024T3;""
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2024T2;3,6925
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2024T1;1,6841
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2023T4;-1,4567
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2023T3;-1,0738
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2023T2;2,6877
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2023T1;0,3996
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2022T4;-2,4918
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2022T3;-1,5901
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2022T2;4,0783
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2022T1;-0,3489
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2021T4;0,5783
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2021T3;1,6239
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2021T2;6,6253
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2021T1;1,1222
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2020T4;-0,7501
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2020T3;15,4036
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2020T2;-14,2630
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2020T1;-8,0279
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2019T4;-1,0970
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2019T3;0,7176
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2019T2;1,2827
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2019T1;-0,8791
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2018T4;-0,1828
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2018T3;1,1531
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2018T2;1,8331
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2018T1;-0,5678
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2017T4;-0,4267
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2017T3;1,2630
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2017T2;1,7546
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2017T1;-1,3548
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2016T4;-0,1040
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2016T3;1,8646
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2016T2;2,2366
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2016T1;-0,2339
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2015T4;0,3483
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2015T3;3,2502
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2015T2;3,5619
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2015T1;0,9997
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2014T4;1,5138
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2014T3;3,7962
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2014T2;3,4892
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2014T1;-0,1341
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2013T4;0,0679
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2013T3;1,7571
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2013T2;0,9380
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2013T1;-3,5851
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2012T4;-1,9895
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2012T3;0,7603
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2012T2;0,1448
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2012T1;-2,4159
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2011T4;-2,0823
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2011T3;0,2738
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2011T2;0,1255
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2011T1;-5,1765
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2010T4;-0,9301
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2010T3;0,1395
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2010T2;4,1555
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2010T1;0,1364
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2009T4;0,3755
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2009T3;1,2930
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2009T2;0,4828
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2009T1;-7,2338
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2008T4;-4,5341
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2008T3;-0,7773
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2008T2;-0,2989
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2008T1;-1,7206
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2007T4;-0,1044
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2007T3;1,0135
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2007T2;1,4080
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2007T1;-2,6688
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2006T4;-0,0095
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2006T3;0,8270
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2006T2;2,3352
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2006T1;-1,5780
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2005T4;-0,1179
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2005T3;2,5822
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2005T2;4,8029
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2005T1;-3,0774
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2004T4;1,6885
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2004T3;2,6348
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2004T2;4,4451
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2004T1;-2,3072
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2003T4;0,6148
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2003T3;3,4708
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2003T2;5,2003
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2003T1;-3,2242
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2002T4;0,6116
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2002T3;4,2099
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2002T2;3,2303
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2002T1;-2,9276
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2001T4;-0,6730
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2001T3;2,6690
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2001T2;4,9948
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2001T1;-2,8745
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2000T4;-1,3752
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2000T3;2,6638
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2000T2;5,0134
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;2000T1;-4,4749
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;1999T4;2,6070
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;1999T3;1,7546
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;1999T2;5,1892
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;1999T1;-4,7901
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;1998T4;3,0615
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;1998T3;2,7268
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;1998T2;5,4060
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;1998T1;-1,9115
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;1997T4;4,7939
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;1997T3;0,2205
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;1997T2;7,0424
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;1997T1;-3,9948
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;1996T4;2,1086
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;1996T3;1,5762
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;1996T2;6,3158
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;1996T1;-6,8478
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;1995T4;4,4519
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;1995T3;-0,2581
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;1995T2;5,2376
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación trimestral;1995T1;""
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación anual;2025T4;""
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación anual;2025T3;""
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación anual;2025T2;""
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación anual;2025T1;""
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación anual;2024T4;""
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación anual;2024T3;""
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación anual;2024T2;2,7872
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación anual;2024T1;1,7912
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación anual;2023T4;0,5053
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación anual;2023T3;-0,5504
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación anual;2023T2;-1,0694
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación anual;2023T1;0,2703
Datos no ajustados de estacionalidad y calendario;Impuestos menos subvenciones sobre los productos;;Variación anual;2022T4;-0,4772
