Grupos ECOICOP ver.2;Tipo de dato;Periodo;Total
12 Seguros y servicios financieros;Variación anual;2004M05;3,8
12 Seguros y servicios financieros;Variación anual;2004M04;3,9
12 Seguros y servicios financieros;Variación anual;2004M03;3,7
12 Seguros y servicios financieros;Variación anual;2004M02;4,2
12 Seguros y servicios financieros;Variación anual;2004M01;4,2
12 Seguros y servicios financieros;Variación anual;2003M12;3,8
12 Seguros y servicios financieros;Variación anual;2003M11;3,9
12 Seguros y servicios financieros;Variación anual;2003M10;3,8
12 Seguros y servicios financieros;Variación anual;2003M09;4,0
12 Seguros y servicios financieros;Variación anual;2003M08;3,8
12 Seguros y servicios financieros;Variación anual;2003M07;3,9
12 Seguros y servicios financieros;Variación anual;2003M06;4,0
12 Seguros y servicios financieros;Variación anual;2003M05;3,9
12 Seguros y servicios financieros;Variación anual;2003M04;3,8
12 Seguros y servicios financieros;Variación anual;2003M03;4,1
12 Seguros y servicios financieros;Variación anual;2003M02;3,6
12 Seguros y servicios financieros;Variación anual;2003M01;3,5
12 Seguros y servicios financieros;Variación anual;2002M12;4,3
12 Seguros y servicios financieros;Variación anual;2002M11;4,3
12 Seguros y servicios financieros;Variación anual;2002M10;4,3
12 Seguros y servicios financieros;Variación anual;2002M09;4,6
12 Seguros y servicios financieros;Variación anual;2002M08;4,7
12 Seguros y servicios financieros;Variación anual;2002M07;4,7
12 Seguros y servicios financieros;Variación anual;2002M06;5,1
12 Seguros y servicios financieros;Variación anual;2002M05;5,2
12 Seguros y servicios financieros;Variación anual;2002M04;5,2
12 Seguros y servicios financieros;Variación anual;2002M03;5,5
12 Seguros y servicios financieros;Variación anual;2002M02;5,9
12 Seguros y servicios financieros;Variación anual;2002M01;5,8
12 Seguros y servicios financieros;Variación en lo que va de año;2026M03;""
12 Seguros y servicios financieros;Variación en lo que va de año;2026M02;1,1
12 Seguros y servicios financieros;Variación en lo que va de año;2026M01;1,2
12 Seguros y servicios financieros;Variación en lo que va de año;2025M12;4,7
12 Seguros y servicios financieros;Variación en lo que va de año;2025M11;4,7
12 Seguros y servicios financieros;Variación en lo que va de año;2025M10;4,7
12 Seguros y servicios financieros;Variación en lo que va de año;2025M09;4,7
12 Seguros y servicios financieros;Variación en lo que va de año;2025M08;4,7
12 Seguros y servicios financieros;Variación en lo que va de año;2025M07;4,7
12 Seguros y servicios financieros;Variación en lo que va de año;2025M06;4,7
12 Seguros y servicios financieros;Variación en lo que va de año;2025M05;2,2
12 Seguros y servicios financieros;Variación en lo que va de año;2025M04;2,2
12 Seguros y servicios financieros;Variación en lo que va de año;2025M03;2,2
12 Seguros y servicios financieros;Variación en lo que va de año;2025M02;2,1
12 Seguros y servicios financieros;Variación en lo que va de año;2025M01;1,2
12 Seguros y servicios financieros;Variación en lo que va de año;2024M12;4,9
12 Seguros y servicios financieros;Variación en lo que va de año;2024M11;4,9
12 Seguros y servicios financieros;Variación en lo que va de año;2024M10;4,9
12 Seguros y servicios financieros;Variación en lo que va de año;2024M09;4,9
12 Seguros y servicios financieros;Variación en lo que va de año;2024M08;4,9
12 Seguros y servicios financieros;Variación en lo que va de año;2024M07;4,9
12 Seguros y servicios financieros;Variación en lo que va de año;2024M06;4,9
12 Seguros y servicios financieros;Variación en lo que va de año;2024M05;2,0
12 Seguros y servicios financieros;Variación en lo que va de año;2024M04;2,0
12 Seguros y servicios financieros;Variación en lo que va de año;2024M03;2,0
12 Seguros y servicios financieros;Variación en lo que va de año;2024M02;2,0
12 Seguros y servicios financieros;Variación en lo que va de año;2024M01;1,1
12 Seguros y servicios financieros;Variación en lo que va de año;2023M12;4,3
12 Seguros y servicios financieros;Variación en lo que va de año;2023M11;4,3
12 Seguros y servicios financieros;Variación en lo que va de año;2023M10;4,3
12 Seguros y servicios financieros;Variación en lo que va de año;2023M09;4,3
12 Seguros y servicios financieros;Variación en lo que va de año;2023M08;4,3
12 Seguros y servicios financieros;Variación en lo que va de año;2023M07;4,3
12 Seguros y servicios financieros;Variación en lo que va de año;2023M06;4,3
12 Seguros y servicios financieros;Variación en lo que va de año;2023M05;2,4
12 Seguros y servicios financieros;Variación en lo que va de año;2023M04;2,4
12 Seguros y servicios financieros;Variación en lo que va de año;2023M03;2,4
12 Seguros y servicios financieros;Variación en lo que va de año;2023M02;2,4
12 Seguros y servicios financieros;Variación en lo que va de año;2023M01;1,7
12 Seguros y servicios financieros;Variación en lo que va de año;2022M12;1,8
12 Seguros y servicios financieros;Variación en lo que va de año;2022M11;1,8
12 Seguros y servicios financieros;Variación en lo que va de año;2022M10;1,8
12 Seguros y servicios financieros;Variación en lo que va de año;2022M09;1,8
12 Seguros y servicios financieros;Variación en lo que va de año;2022M08;1,8
12 Seguros y servicios financieros;Variación en lo que va de año;2022M07;1,8
12 Seguros y servicios financieros;Variación en lo que va de año;2022M06;1,8
12 Seguros y servicios financieros;Variación en lo que va de año;2022M05;1,8
12 Seguros y servicios financieros;Variación en lo que va de año;2022M04;1,8
12 Seguros y servicios financieros;Variación en lo que va de año;2022M03;1,8
12 Seguros y servicios financieros;Variación en lo que va de año;2022M02;1,8
12 Seguros y servicios financieros;Variación en lo que va de año;2022M01;1,3
12 Seguros y servicios financieros;Variación en lo que va de año;2021M12;3,7
12 Seguros y servicios financieros;Variación en lo que va de año;2021M11;3,7
12 Seguros y servicios financieros;Variación en lo que va de año;2021M10;3,1
12 Seguros y servicios financieros;Variación en lo que va de año;2021M09;3,1
12 Seguros y servicios financieros;Variación en lo que va de año;2021M08;3,1
12 Seguros y servicios financieros;Variación en lo que va de año;2021M07;3,4
12 Seguros y servicios financieros;Variación en lo que va de año;2021M06;2,6
12 Seguros y servicios financieros;Variación en lo que va de año;2021M05;2,3
12 Seguros y servicios financieros;Variación en lo que va de año;2021M04;2,3
12 Seguros y servicios financieros;Variación en lo que va de año;2021M03;2,3
12 Seguros y servicios financieros;Variación en lo que va de año;2021M02;2,3
12 Seguros y servicios financieros;Variación en lo que va de año;2021M01;1,4
12 Seguros y servicios financieros;Variación en lo que va de año;2020M12;1,4
12 Seguros y servicios financieros;Variación en lo que va de año;2020M11;1,4
12 Seguros y servicios financieros;Variación en lo que va de año;2020M10;1,4
12 Seguros y servicios financieros;Variación en lo que va de año;2020M09;1,4
12 Seguros y servicios financieros;Variación en lo que va de año;2020M08;1,4
12 Seguros y servicios financieros;Variación en lo que va de año;2020M07;1,4
12 Seguros y servicios financieros;Variación en lo que va de año;2020M06;1,5
12 Seguros y servicios financieros;Variación en lo que va de año;2020M05;1,9
12 Seguros y servicios financieros;Variación en lo que va de año;2020M04;1,9
12 Seguros y servicios financieros;Variación en lo que va de año;2020M03;1,9
12 Seguros y servicios financieros;Variación en lo que va de año;2020M02;1,9
12 Seguros y servicios financieros;Variación en lo que va de año;2020M01;1,2
12 Seguros y servicios financieros;Variación en lo que va de año;2019M12;2,5
12 Seguros y servicios financieros;Variación en lo que va de año;2019M11;2,5
12 Seguros y servicios financieros;Variación en lo que va de año;2019M10;2,5
12 Seguros y servicios financieros;Variación en lo que va de año;2019M09;2,5
12 Seguros y servicios financieros;Variación en lo que va de año;2019M08;2,5
12 Seguros y servicios financieros;Variación en lo que va de año;2019M07;2,5
12 Seguros y servicios financieros;Variación en lo que va de año;2019M06;2,5
12 Seguros y servicios financieros;Variación en lo que va de año;2019M05;2,0
12 Seguros y servicios financieros;Variación en lo que va de año;2019M04;2,0
12 Seguros y servicios financieros;Variación en lo que va de año;2019M03;1,9
12 Seguros y servicios financieros;Variación en lo que va de año;2019M02;1,9
12 Seguros y servicios financieros;Variación en lo que va de año;2019M01;1,2
12 Seguros y servicios financieros;Variación en lo que va de año;2018M12;2,5
12 Seguros y servicios financieros;Variación en lo que va de año;2018M11;2,5
12 Seguros y servicios financieros;Variación en lo que va de año;2018M10;2,5
12 Seguros y servicios financieros;Variación en lo que va de año;2018M09;2,5
12 Seguros y servicios financieros;Variación en lo que va de año;2018M08;2,5
12 Seguros y servicios financieros;Variación en lo que va de año;2018M07;2,0
12 Seguros y servicios financieros;Variación en lo que va de año;2018M06;2,0
12 Seguros y servicios financieros;Variación en lo que va de año;2018M05;1,8
12 Seguros y servicios financieros;Variación en lo que va de año;2018M04;1,8
12 Seguros y servicios financieros;Variación en lo que va de año;2018M03;1,8
12 Seguros y servicios financieros;Variación en lo que va de año;2018M02;1,7
12 Seguros y servicios financieros;Variación en lo que va de año;2018M01;0,9
12 Seguros y servicios financieros;Variación en lo que va de año;2017M12;3,1
12 Seguros y servicios financieros;Variación en lo que va de año;2017M11;3,1
12 Seguros y servicios financieros;Variación en lo que va de año;2017M10;3,1
12 Seguros y servicios financieros;Variación en lo que va de año;2017M09;3,1
12 Seguros y servicios financieros;Variación en lo que va de año;2017M08;3,1
12 Seguros y servicios financieros;Variación en lo que va de año;2017M07;2,7
12 Seguros y servicios financieros;Variación en lo que va de año;2017M06;2,7
12 Seguros y servicios financieros;Variación en lo que va de año;2017M05;2,6
12 Seguros y servicios financieros;Variación en lo que va de año;2017M04;2,6
12 Seguros y servicios financieros;Variación en lo que va de año;2017M03;2,6
12 Seguros y servicios financieros;Variación en lo que va de año;2017M02;2,6
12 Seguros y servicios financieros;Variación en lo que va de año;2017M01;1,8
12 Seguros y servicios financieros;Variación en lo que va de año;2016M12;3,6
12 Seguros y servicios financieros;Variación en lo que va de año;2016M11;3,6
12 Seguros y servicios financieros;Variación en lo que va de año;2016M10;3,6
12 Seguros y servicios financieros;Variación en lo que va de año;2016M09;3,6
12 Seguros y servicios financieros;Variación en lo que va de año;2016M08;3,6
12 Seguros y servicios financieros;Variación en lo que va de año;2016M07;2,3
12 Seguros y servicios financieros;Variación en lo que va de año;2016M06;2,3
12 Seguros y servicios financieros;Variación en lo que va de año;2016M05;2,1
12 Seguros y servicios financieros;Variación en lo que va de año;2016M04;2,1
12 Seguros y servicios financieros;Variación en lo que va de año;2016M03;2,1
12 Seguros y servicios financieros;Variación en lo que va de año;2016M02;2,1
12 Seguros y servicios financieros;Variación en lo que va de año;2016M01;1,5
12 Seguros y servicios financieros;Variación en lo que va de año;2015M12;2,9
12 Seguros y servicios financieros;Variación en lo que va de año;2015M11;2,9
12 Seguros y servicios financieros;Variación en lo que va de año;2015M10;2,9
12 Seguros y servicios financieros;Variación en lo que va de año;2015M09;2,9
12 Seguros y servicios financieros;Variación en lo que va de año;2015M08;2,9
12 Seguros y servicios financieros;Variación en lo que va de año;2015M07;2,9
12 Seguros y servicios financieros;Variación en lo que va de año;2015M06;2,8
12 Seguros y servicios financieros;Variación en lo que va de año;2015M05;2,0
12 Seguros y servicios financieros;Variación en lo que va de año;2015M04;2,0
12 Seguros y servicios financieros;Variación en lo que va de año;2015M03;2,0
12 Seguros y servicios financieros;Variación en lo que va de año;2015M02;2,0
12 Seguros y servicios financieros;Variación en lo que va de año;2015M01;1,5
12 Seguros y servicios financieros;Variación en lo que va de año;2014M12;3,1
12 Seguros y servicios financieros;Variación en lo que va de año;2014M11;3,1
12 Seguros y servicios financieros;Variación en lo que va de año;2014M10;3,1
12 Seguros y servicios financieros;Variación en lo que va de año;2014M09;3,1
12 Seguros y servicios financieros;Variación en lo que va de año;2014M08;3,1
12 Seguros y servicios financieros;Variación en lo que va de año;2014M07;3,1
12 Seguros y servicios financieros;Variación en lo que va de año;2014M06;3,3
12 Seguros y servicios financieros;Variación en lo que va de año;2014M05;2,5
12 Seguros y servicios financieros;Variación en lo que va de año;2014M04;2,5
12 Seguros y servicios financieros;Variación en lo que va de año;2014M03;2,5
12 Seguros y servicios financieros;Variación en lo que va de año;2014M02;2,5
12 Seguros y servicios financieros;Variación en lo que va de año;2014M01;1,2
12 Seguros y servicios financieros;Variación en lo que va de año;2013M12;1,2
12 Seguros y servicios financieros;Variación en lo que va de año;2013M11;1,2
12 Seguros y servicios financieros;Variación en lo que va de año;2013M10;1,1
12 Seguros y servicios financieros;Variación en lo que va de año;2013M09;1,1
12 Seguros y servicios financieros;Variación en lo que va de año;2013M08;1,1
12 Seguros y servicios financieros;Variación en lo que va de año;2013M07;1,1
12 Seguros y servicios financieros;Variación en lo que va de año;2013M06;1,1
12 Seguros y servicios financieros;Variación en lo que va de año;2013M05;1,3
12 Seguros y servicios financieros;Variación en lo que va de año;2013M04;1,3
12 Seguros y servicios financieros;Variación en lo que va de año;2013M03;1,3
12 Seguros y servicios financieros;Variación en lo que va de año;2013M02;1,4
12 Seguros y servicios financieros;Variación en lo que va de año;2013M01;0,8
12 Seguros y servicios financieros;Variación en lo que va de año;2012M12;2,6
12 Seguros y servicios financieros;Variación en lo que va de año;2012M11;2,6
12 Seguros y servicios financieros;Variación en lo que va de año;2012M10;2,6
12 Seguros y servicios financieros;Variación en lo que va de año;2012M09;2,0
12 Seguros y servicios financieros;Variación en lo que va de año;2012M08;1,7
12 Seguros y servicios financieros;Variación en lo que va de año;2012M07;1,7
12 Seguros y servicios financieros;Variación en lo que va de año;2012M06;1,7
12 Seguros y servicios financieros;Variación en lo que va de año;2012M05;1,7
12 Seguros y servicios financieros;Variación en lo que va de año;2012M04;1,9
12 Seguros y servicios financieros;Variación en lo que va de año;2012M03;1,8
12 Seguros y servicios financieros;Variación en lo que va de año;2012M02;1,8
12 Seguros y servicios financieros;Variación en lo que va de año;2012M01;1,3
12 Seguros y servicios financieros;Variación en lo que va de año;2011M12;3,7
12 Seguros y servicios financieros;Variación en lo que va de año;2011M11;3,7
12 Seguros y servicios financieros;Variación en lo que va de año;2011M10;3,7
12 Seguros y servicios financieros;Variación en lo que va de año;2011M09;3,7
12 Seguros y servicios financieros;Variación en lo que va de año;2011M08;3,7
12 Seguros y servicios financieros;Variación en lo que va de año;2011M07;3,7
12 Seguros y servicios financieros;Variación en lo que va de año;2011M06;3,7
12 Seguros y servicios financieros;Variación en lo que va de año;2011M05;3,4
12 Seguros y servicios financieros;Variación en lo que va de año;2011M04;3,4
12 Seguros y servicios financieros;Variación en lo que va de año;2011M03;3,3
12 Seguros y servicios financieros;Variación en lo que va de año;2011M02;2,4
12 Seguros y servicios financieros;Variación en lo que va de año;2011M01;1,2
12 Seguros y servicios financieros;Variación en lo que va de año;2010M12;3,1
12 Seguros y servicios financieros;Variación en lo que va de año;2010M11;3,1
12 Seguros y servicios financieros;Variación en lo que va de año;2010M10;3,1
12 Seguros y servicios financieros;Variación en lo que va de año;2010M09;3,0
12 Seguros y servicios financieros;Variación en lo que va de año;2010M08;3,0
12 Seguros y servicios financieros;Variación en lo que va de año;2010M07;3,0
12 Seguros y servicios financieros;Variación en lo que va de año;2010M06;3,1
12 Seguros y servicios financieros;Variación en lo que va de año;2010M05;3,1
12 Seguros y servicios financieros;Variación en lo que va de año;2010M04;2,8
12 Seguros y servicios financieros;Variación en lo que va de año;2010M03;2,7
12 Seguros y servicios financieros;Variación en lo que va de año;2010M02;2,1
12 Seguros y servicios financieros;Variación en lo que va de año;2010M01;1,5
12 Seguros y servicios financieros;Variación en lo que va de año;2009M12;3,3
12 Seguros y servicios financieros;Variación en lo que va de año;2009M11;3,2
12 Seguros y servicios financieros;Variación en lo que va de año;2009M10;3,2
12 Seguros y servicios financieros;Variación en lo que va de año;2009M09;3,0
12 Seguros y servicios financieros;Variación en lo que va de año;2009M08;3,0
12 Seguros y servicios financieros;Variación en lo que va de año;2009M07;3,0
12 Seguros y servicios financieros;Variación en lo que va de año;2009M06;3,0
12 Seguros y servicios financieros;Variación en lo que va de año;2009M05;3,0
12 Seguros y servicios financieros;Variación en lo que va de año;2009M04;3,0
12 Seguros y servicios financieros;Variación en lo que va de año;2009M03;3,0
12 Seguros y servicios financieros;Variación en lo que va de año;2009M02;2,7
12 Seguros y servicios financieros;Variación en lo que va de año;2009M01;2,2
12 Seguros y servicios financieros;Variación en lo que va de año;2008M12;3,4
12 Seguros y servicios financieros;Variación en lo que va de año;2008M11;3,4
12 Seguros y servicios financieros;Variación en lo que va de año;2008M10;3,4
12 Seguros y servicios financieros;Variación en lo que va de año;2008M09;3,4
12 Seguros y servicios financieros;Variación en lo que va de año;2008M08;3,3
12 Seguros y servicios financieros;Variación en lo que va de año;2008M07;3,3
12 Seguros y servicios financieros;Variación en lo que va de año;2008M06;3,3
12 Seguros y servicios financieros;Variación en lo que va de año;2008M05;2,8
12 Seguros y servicios financieros;Variación en lo que va de año;2008M04;2,8
12 Seguros y servicios financieros;Variación en lo que va de año;2008M03;2,8
12 Seguros y servicios financieros;Variación en lo que va de año;2008M02;2,7
12 Seguros y servicios financieros;Variación en lo que va de año;2008M01;1,4
12 Seguros y servicios financieros;Variación en lo que va de año;2007M12;2,7
12 Seguros y servicios financieros;Variación en lo que va de año;2007M11;2,7
12 Seguros y servicios financieros;Variación en lo que va de año;2007M10;2,7
12 Seguros y servicios financieros;Variación en lo que va de año;2007M09;2,7
12 Seguros y servicios financieros;Variación en lo que va de año;2007M08;2,7
12 Seguros y servicios financieros;Variación en lo que va de año;2007M07;2,7
12 Seguros y servicios financieros;Variación en lo que va de año;2007M06;2,7
12 Seguros y servicios financieros;Variación en lo que va de año;2007M05;2,7
12 Seguros y servicios financieros;Variación en lo que va de año;2007M04;2,8
12 Seguros y servicios financieros;Variación en lo que va de año;2007M03;2,8
12 Seguros y servicios financieros;Variación en lo que va de año;2007M02;2,6
12 Seguros y servicios financieros;Variación en lo que va de año;2007M01;2,6
12 Seguros y servicios financieros;Variación en lo que va de año;2006M12;3,5
12 Seguros y servicios financieros;Variación en lo que va de año;2006M11;3,5
12 Seguros y servicios financieros;Variación en lo que va de año;2006M10;3,5
12 Seguros y servicios financieros;Variación en lo que va de año;2006M09;3,4
12 Seguros y servicios financieros;Variación en lo que va de año;2006M08;3,4
12 Seguros y servicios financieros;Variación en lo que va de año;2006M07;3,4
12 Seguros y servicios financieros;Variación en lo que va de año;2006M06;3,4
12 Seguros y servicios financieros;Variación en lo que va de año;2006M05;3,1
12 Seguros y servicios financieros;Variación en lo que va de año;2006M04;3,1
12 Seguros y servicios financieros;Variación en lo que va de año;2006M03;3,1
12 Seguros y servicios financieros;Variación en lo que va de año;2006M02;2,6
12 Seguros y servicios financieros;Variación en lo que va de año;2006M01;2,6
12 Seguros y servicios financieros;Variación en lo que va de año;2005M12;3,7
12 Seguros y servicios financieros;Variación en lo que va de año;2005M11;3,7
12 Seguros y servicios financieros;Variación en lo que va de año;2005M10;3,7
12 Seguros y servicios financieros;Variación en lo que va de año;2005M09;3,7
12 Seguros y servicios financieros;Variación en lo que va de año;2005M08;3,6
12 Seguros y servicios financieros;Variación en lo que va de año;2005M07;3,6
12 Seguros y servicios financieros;Variación en lo que va de año;2005M06;3,6
12 Seguros y servicios financieros;Variación en lo que va de año;2005M05;3,6
12 Seguros y servicios financieros;Variación en lo que va de año;2005M04;3,6
12 Seguros y servicios financieros;Variación en lo que va de año;2005M03;3,6
12 Seguros y servicios financieros;Variación en lo que va de año;2005M02;3,7
12 Seguros y servicios financieros;Variación en lo que va de año;2005M01;2,8
12 Seguros y servicios financieros;Variación en lo que va de año;2004M12;3,5
12 Seguros y servicios financieros;Variación en lo que va de año;2004M11;3,5
12 Seguros y servicios financieros;Variación en lo que va de año;2004M10;3,5
12 Seguros y servicios financieros;Variación en lo que va de año;2004M09;3,5
12 Seguros y servicios financieros;Variación en lo que va de año;2004M08;3,5
12 Seguros y servicios financieros;Variación en lo que va de año;2004M07;3,5
12 Seguros y servicios financieros;Variación en lo que va de año;2004M06;3,5
12 Seguros y servicios financieros;Variación en lo que va de año;2004M05;3,5
12 Seguros y servicios financieros;Variación en lo que va de año;2004M04;3,5
12 Seguros y servicios financieros;Variación en lo que va de año;2004M03;3,5
12 Seguros y servicios financieros;Variación en lo que va de año;2004M02;3,5
12 Seguros y servicios financieros;Variación en lo que va de año;2004M01;3,3
12 Seguros y servicios financieros;Variación en lo que va de año;2003M12;3,8
12 Seguros y servicios financieros;Variación en lo que va de año;2003M11;3,9
12 Seguros y servicios financieros;Variación en lo que va de año;2003M10;3,8
12 Seguros y servicios financieros;Variación en lo que va de año;2003M09;3,9
12 Seguros y servicios financieros;Variación en lo que va de año;2003M08;3,6
12 Seguros y servicios financieros;Variación en lo que va de año;2003M07;3,7
12 Seguros y servicios financieros;Variación en lo que va de año;2003M06;3,6
12 Seguros y servicios financieros;Variación en lo que va de año;2003M05;3,5
12 Seguros y servicios financieros;Variación en lo que va de año;2003M04;3,4
12 Seguros y servicios financieros;Variación en lo que va de año;2003M03;3,6
12 Seguros y servicios financieros;Variación en lo que va de año;2003M02;3,0
12 Seguros y servicios financieros;Variación en lo que va de año;2003M01;2,9
12 Seguros y servicios financieros;Variación en lo que va de año;2002M12;4,3
12 Seguros y servicios financieros;Variación en lo que va de año;2002M11;4,2
12 Seguros y servicios financieros;Variación en lo que va de año;2002M10;4,2
12 Seguros y servicios financieros;Variación en lo que va de año;2002M09;4,2
12 Seguros y servicios financieros;Variación en lo que va de año;2002M08;4,1
12 Seguros y servicios financieros;Variación en lo que va de año;2002M07;4,0
12 Seguros y servicios financieros;Variación en lo que va de año;2002M06;3,9
12 Seguros y servicios financieros;Variación en lo que va de año;2002M05;3,9
12 Seguros y servicios financieros;Variación en lo que va de año;2002M04;3,9
12 Seguros y servicios financieros;Variación en lo que va de año;2002M03;3,8
12 Seguros y servicios financieros;Variación en lo que va de año;2002M02;3,7
12 Seguros y servicios financieros;Variación en lo que va de año;2002M01;3,7
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2026M03;""
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2026M02;102,390
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2026M01;101,560
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2025M12;101,008
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2025M11;100,868
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2025M10;100,496
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2025M09;100,160
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2025M08;100,135
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2025M07;99,907
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2025M06;100,310
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2025M05;100,072
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2025M04;99,856
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2025M03;99,524
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2025M02;99,037
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2025M01;98,627
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2024M12;98,179
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2024M11;98,057
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2024M10;97,695
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2024M09;97,246
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2024M08;97,329
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2024M07;97,077
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2024M06;97,427
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2024M05;97,161
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2024M04;96,934
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2024M03;96,379
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2024M02;96,108
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2024M01;95,634
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2023M12;95,434
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2023M11;95,395
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2023M10;95,183
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2023M09;95,027
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2023M08;94,975
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2023M07;94,673
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2023M06;94,796
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2023M05;94,577
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2023M04;94,539
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2023M03;93,965
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2023M02;93,260
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2023M01;92,628
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2022M12;92,094
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2022M11;91,693
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2022M10;91,263
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2022M09;90,725
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2022M08;90,622
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2022M07;90,193
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2022M06;90,234
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2022M05;89,654
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2022M04;89,326
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2022M03;88,814
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2022M02;88,280
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2022M01;87,738
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2021M12;87,588
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2021M11;87,371
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2021M10;87,047
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2021M09;86,814
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2021M08;86,750
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2021M07;86,658
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2021M06;86,948
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2021M05;86,598
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2021M04;86,698
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2021M03;86,483
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2021M02;86,468
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2021M01;86,586
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2020M12;86,866
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2020M11;86,797
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2020M10;86,725
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2020M09;86,643
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2020M08;86,621
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2020M07;86,435
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2020M06;86,651
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2020M05;86,433
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2020M04;86,232
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2020M03;86,049
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2020M02;85,917
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2020M01;85,760
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2019M12;85,923
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2019M11;85,748
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2019M10;85,569
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2019M09;85,399
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2019M08;85,317
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2019M07;85,028
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2019M06;85,488
13 Cuidado personal, protección social, y bienes y servicios diversos;Índice;2019M05;85,326
