Grupos ECOICOP ver.2;Tipo de dato;Periodo;Total
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2022M11;7,7
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2022M10;6,9
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2022M09;6,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2022M08;5,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2022M07;5,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2022M06;5,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2022M05;4,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2022M04;3,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2022M03;2,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2022M02;1,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2022M01;0,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2021M12;2,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2021M11;1,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2021M10;1,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2021M09;0,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2021M08;0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2021M07;0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2021M06;0,7
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2021M05;0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2021M04;0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2021M03;-0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2021M02;-0,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2021M01;-0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2020M12;0,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2020M11;0,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2020M10;0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2020M09;-0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2020M08;-0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2020M07;-0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2020M06;0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2020M05;0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2020M04;0,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2020M03;-0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2020M02;-0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2020M01;-0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2019M12;0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2019M11;0,7
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2019M10;0,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2019M09;0,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2019M08;-0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2019M07;-0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2019M06;0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2019M05;0,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2019M04;0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2019M03;-0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2019M02;-0,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2019M01;-0,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2018M12;0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2018M11;0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2018M10;0,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2018M09;-0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2018M08;-0,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2018M07;-0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2018M06;0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2018M05;0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2018M04;-0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2018M03;-0,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2018M02;-0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2018M01;-0,7
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2017M12;-0,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2017M11;-0,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2017M10;-0,7
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2017M09;-1,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2017M08;-1,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2017M07;-1,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2017M06;-0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2017M05;-0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2017M04;-0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2017M03;-0,9
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2017M02;-1,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2017M01;-0,9
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2016M12;0,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2016M11;0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2016M10;-0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2016M09;-0,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2016M08;-0,7
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2016M07;-0,7
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2016M06;0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2016M05;0,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2016M04;-0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2016M03;-0,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2016M02;-0,7
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2016M01;-0,7
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2015M12;0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2015M11;0,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2015M10;-0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2015M09;-0,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2015M08;-0,7
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2015M07;-0,7
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2015M06;0,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2015M05;-0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2015M04;-0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2015M03;-0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2015M02;-0,7
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2015M01;-0,7
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2014M12;-0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2014M11;-0,7
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2014M10;-0,9
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2014M09;-1,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2014M08;-1,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2014M07;-1,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2014M06;-0,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2014M05;-0,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2014M04;-0,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2014M03;-0,7
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2014M02;-0,9
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2014M01;-0,8
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2013M12;-0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2013M11;-0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2013M10;-0,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2013M09;-0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2013M08;-0,9
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2013M07;-0,8
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2013M06;0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2013M05;0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2013M04;-0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2013M03;-0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2013M02;-0,8
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2013M01;-0,8
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2012M12;1,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2012M11;1,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2012M10;0,8
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2012M09;-0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2012M08;-0,9
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2012M07;-1,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2012M06;0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2012M05;0,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2012M04;-0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2012M03;-0,7
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2012M02;-1,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2012M01;-0,9
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2011M12;1,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2011M11;1,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2011M10;0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2011M09;0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2011M08;-0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2011M07;-0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2011M06;0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2011M05;0,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2011M04;0,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2011M03;-0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2011M02;-0,9
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2011M01;-0,9
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2010M12;1,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2010M11;0,8
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2010M10;0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2010M09;0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2010M08;-0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2010M07;-0,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2010M06;0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2010M05;0,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2010M04;-0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2010M03;-0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2010M02;-0,9
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2010M01;-0,9
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2009M12;0,8
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2009M11;0,7
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2009M10;0,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2009M09;0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2009M08;-0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2009M07;-0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2009M06;0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2009M05;0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2009M04;0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2009M03;-0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2009M02;-0,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2009M01;-0,7
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2008M12;2,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2008M11;2,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2008M10;2,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2008M09;1,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2008M08;1,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2008M07;1,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2008M06;1,8
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2008M05;1,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2008M04;1,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2008M03;0,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2008M02;-0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2008M01;-0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2007M12;2,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2007M11;2,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2007M10;1,9
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2007M09;1,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2007M08;1,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2007M07;1,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2007M06;1,9
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2007M05;1,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2007M04;1,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2007M03;0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2007M02;-0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2007M01;-0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2006M12;2,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2006M11;2,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2006M10;2,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2006M09;1,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2006M08;1,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2006M07;1,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2006M06;1,9
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2006M05;1,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2006M04;1,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2006M03;0,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2006M02;-0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2006M01;-0,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2005M12;2,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2005M11;1,9
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2005M10;1,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2005M09;1,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2005M08;0,8
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2005M07;0,7
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2005M06;1,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2005M05;1,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2005M04;0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2005M03;0,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2005M02;-0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2005M01;-0,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2004M12;1,8
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2004M11;1,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2004M10;1,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2004M09;0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2004M08;0,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2004M07;0,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2004M06;1,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2004M05;0,8
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2004M04;0,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2004M03;-0,2
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2004M02;-0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2004M01;-0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2003M12;1,7
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2003M11;1,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2003M10;1,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2003M09;0,9
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2003M08;0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2003M07;0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2003M06;1,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2003M05;1,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2003M04;0,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2003M03;0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2003M02;-0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2003M01;-0,5
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2002M12;2,4
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2002M11;2,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2002M10;1,8
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2002M09;1,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2002M08;1,0
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2002M07;0,9
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2002M06;1,6
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2002M05;1,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2002M04;0,9
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2002M03;0,3
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2002M02;-0,1
05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;Variación en lo que va de año;2002M01;-0,3
06 Sanidad;Índice;2026M03;""
06 Sanidad;Índice;2026M02;101,440
06 Sanidad;Índice;2026M01;101,052
06 Sanidad;Índice;2025M12;100,777
06 Sanidad;Índice;2025M11;100,613
06 Sanidad;Índice;2025M10;100,507
06 Sanidad;Índice;2025M09;100,347
06 Sanidad;Índice;2025M08;100,254
06 Sanidad;Índice;2025M07;100,247
06 Sanidad;Índice;2025M06;100,117
06 Sanidad;Índice;2025M05;99,951
06 Sanidad;Índice;2025M04;99,815
06 Sanidad;Índice;2025M03;99,432
06 Sanidad;Índice;2025M02;99,071
