Fecha;Año;Mes;Cuentas activas;Cuentas nuevas;Depósitos;Retiradas;Nº de depósitos;Depositos_real;GGR_Total;GGR_real;Cantidades_Total;GGR_Ap_Deportivas;GGR_Casino;GGR_Poker;GGR_Otros;Publicidad;Bonos;Afiliados;Patrocinio;Total Gastos;Gastos_real;IPC;Tasa_paro;PIB_var_anual;decreto;covid
2024-05-01;2024;Mayo;1357037;138019;360411586;242574971;0;368628311,05337983;128910143;131849058,51428337;2758843152;59698110;20696726;8051296;40464011;13968180;19607083;4962945;480783;39018992;39908553,66110606;97,771;11,27;3,2562;1;0
2024-06-01;2024;Junio;1482295;172598;373135196;253367676;0;380210921,2443575;115722175;117916602,98148544;2816294726;46375903;20959295;8691838;39695139;16400267;22396159;3822283;351968;42970676;43785524,61304884;98,139;11,27;3,2562;1;0
2024-07-01;2024;Julio;1493379;170421;376945744;282600479;0;385926247,78597975;101915306;104343376,36808535;2967146181;34787620;19886075;4608714;42632897;17150513;22585431;4806668;339403;44882015;45951301,79271651;97,673;11,21;3,2562;1;0
2024-08-01;2024;Agosto;1401029;141106;382591333;249313150;0;391545989,78641534;131766702;134850738,38690862;2863137239;59563045;20902311;6661033;44640313;17580165;20799073;4329771;411918;43120927;44130184,315290704;97,713;11,21;3,2562;1;0
2024-09-01;2024;Septiembre;1456540;148016;382154453;270085345;0;393474720,71496964;114309141;117695232,84906767;2935771024;40208459;20814217;9250209;44036256;15675688;23051631;4106191;507539;43341049;44624907,59140471;97,123;11,21;3,2562;1;0
2024-10-01;2024;Octubre;1566027;175587;408215874;292626607;0;417701883,7806588;116843308;119558481,10591534;3143113003;43548945;19839728;8561274;44893361;20523208;26239076;5162396;501932;52426612;53644887,39268795;97,729;10,61;3,2562;1;0
2024-11-01;2024;Noviembre;1532411;165080;410154823;270688380;0;418662035,5626327;149275837;152372036,78752246;3067778235;74445653;21458818;8338977;45032389;19013662;23594113;4665776;418853;47692403;48681613,38396211;97,968;10,61;3,2562;1;0
2024-12-01;2024;Diciembre;1553353;158806;434451558;301560498;0;441466460,0501976;142927292;145235077,37956122;3198015536;57632681;24907767;8645362;51741482;27271807;27367230;6193919;1102515;61935471;62935516,35487902;98,411;10,61;3,2562;1;0
2025-01-01;2025;Enero;1751414;203973;452499331;313046556;0;459022034,1046268;134046499;135978757,13894442;3331683107;55343622;20510447;10302912;47889518;20251660;31682176;4650057;895412;57479304;58307858,67172522;98,579;11,36;3,2562;1;0
2025-02-01;2025;Febrero;1717982;183693;431858931;306693414;0;436371007,21459895;126654924;127978218,78220804;3159826329;53104379;20513291;7827718;45209536;18944308;28850207;4446059;1125502;53366076;53923646,50486026;98,966;11,36;3,2562;1;0
2025-03-01;2025;Marzo;1756984;184333;470583282;337363718;0;475221443,286476;137887221;139246264,54192922;3547980570;56029601;23422410;7386600;51048610;20395180;28000533;4289987;1223019;53908719;54440053,92632089;99,024;11,36;3,2562;1;0
2025-04-01;2025;Abril;1735606;171961;456037895;308756171;0;457653411,5427458;156115776;156668816,9237408;3281425668;81448728;21515404;4820518;48331126;20687211;27255518;5255434;2241803;55439966;55636362,359127715;99,647;10,29;3,2562;1;0
2025-05-01;2025;Mayo;1709494;165967;457176220;325480268;0;458487494,2335078;135310917;135699016,1862928;3317232196;53278992;23334973;5940048;52756904;23692719;28547110;4818535;1833905;58892268;59061182,98333233;99,714;10,29;3,2562;1;0
2025-06-01;2025;Junio;1670408;168006;436517476;328631534;0;434856324,8391145;119635561;119180292,2834771;3220111395;35681899;23012769;8352315;52588578;18532391;27063942;3912527;886742;50395601;50203822,39843796;100,382;10,29;3,2562;1;0
2025-07-01;2025;Julio;1572844;142159;427158376;284673372;0;425859504,5112407;153842780;153374986,29180998;3182168243;67699887;23844898;7439175;54858820;16401389;25062244;5576859;681776;47722268;47577157,66910922;100,305;10,45;3,2562;1;0
2025-08-01;2025;Agosto;1624910;149043;454851978;295603606;0;453288133,9379142;156878030;156338661,6174199;3312579740;69763869;23277987;6431858;57404316;18499033;25653809;4944632;919051;50016526;49844562,2602023;100,345;10,45;3,2562;1;0
2025-09-01;2025;Septiembre;1776136;168657;467327328;356642975;0;467051767,4572003;94644484;94588676,68075837;3499053177;10656553;22489867;7839995;53658069;19747942;31309690;5338957;701360;57097949;57064281,074166246;100,059;10,45;3,2562;1;0
2025-10-01;2025;Octubre;1835561;174618;497679333;350816457;0;493984330,2100289;157145166;155978447,21483302;3654454924;67325749;24806386;10905734;54107297;23700164;30961782;4221544;972975;59856466;59412063,76305236;100,748;9,93;3,2562;1;0
2025-11-01;2025;Noviembre;1797408;161563;496556446;330886932;0;491917662,44316095;178918473;177247033,47433698;3534992752;87418743;23452256;9822080;58225394;21721032;30014678;5520517;751943;58008169;57466262,147944875;100,943;9,93;3,2562;1;0
2025-12-01;2025;Diciembre;1802284;164317;514853664;365429240;0;508301655,6585611;149474091;147571889,34632584;3752772540;54832612;25699604;8411878;60529997;21598708;32794322;6979574;842189;62214792;61423048,89968308;101,289;9,93;3,2562;1;0
